Fe_pred,S_pred,Cu_pred,MET_pred
43.67,3.84,0.13,0.15
43.68,3.83,0.13,0.15
41.53,3.89,0.16,0.2
41.7,4.01,0.15,0.19
45.92,4.82,0.13,0.14
46.72,5.2,0.13,0.13
47.56,4.77,0.12,0.13
51.3,4.23,0.11,0.11
45.87,3.84,0.11,0.13
44.37,3.77,0.11,0.15
42.23,4.01,0.14,0.18
42.07,4.1,0.15,0.19
42.14,4.1,0.15,0.19
42.2,4.1,0.15,0.19
9.44,1.17,0.04,0.4
9.36,0.99,0.05,0.4
9.47,1.01,0.05,0.39
7.47,0.51,0.04,0.44
9.14,0.8,0.05,0.39
8.83,0.63,0.04,0.41
8.81,0.63,0.04,0.41
8.93,0.57,0.05,0.41
8.9,0.57,0.05,0.41
8.87,0.56,0.05,0.41
8.85,0.55,0.05,0.41
8.82,0.55,0.05,0.41
50.43,4.15,0.11,0.11
50.43,4.15,0.11,0.11
50.43,4.15,0.11,0.11
69.93,2.63,0.11,0.03
68.49,2.67,0.1,0.04
64.58,4.28,0.11,0.05
60.47,8.22,0.13,0.05
43.97,22.83,0.05,0.01
40.83,26.61,0.04,0.0
40.98,26.64,0.05,0.0
41.11,26.67,0.05,0.0
41.24,26.69,0.05,0.0
41.37,26.72,0.05,0.0
41.49,26.74,0.06,0.0
39.04,31.11,0.02,0.0
39.17,31.12,0.02,0.0
37.99,32.99,0.01,0.0
38.13,32.97,0.02,0.0
38.28,32.93,0.02,0.0
38.15,33.53,0.02,0.0
38.33,33.42,0.02,0.0
39.11,32.54,0.03,0.0
39.38,32.32,0.03,0.0
39.54,32.22,0.04,0.0
41.4,29.93,0.05,0.0
48.2,17.88,0.11,0.02
51.47,11.46,0.15,0.09
61.32,3.68,0.13,0.09
63.22,3.72,0.13,0.08
63.95,3.77,0.13,0.08
63.9,3.79,0.13,0.08
63.85,3.82,0.13,0.08
63.82,3.84,0.13,0.08
52.03,3.86,0.12,0.12
44.17,3.08,0.09,0.14
37.09,2.97,0.07,0.19
37.14,2.97,0.07,0.19
37.14,3.01,0.07,0.18
36.5,3.07,0.05,0.18
35.27,2.9,0.04,0.2
43.87,3.75,0.13,0.15
43.28,3.7,0.14,0.16
42.57,3.81,0.15,0.17
41.51,3.94,0.15,0.19
38.79,3.65,0.08,0.18
38.6,3.64,0.08,0.18
39.19,3.73,0.09,0.18
42.2,3.98,0.15,0.18
42.03,4.08,0.15,0.19
42.1,4.08,0.15,0.19
42.15,4.08,0.15,0.19
39.47,3.9,0.1,0.19
9.09,1.15,0.03,0.39
11.17,1.41,0.05,0.34
11.79,1.71,0.06,0.32
9.56,1.01,0.05,0.37
9.59,1.02,0.05,0.37
9.01,1.4,0.04,0.36
8.99,1.4,0.04,0.36
7.42,0.6,0.04,0.42
7.67,0.59,0.04,0.42
7.64,0.59,0.04,0.43
6.74,0.27,0.03,0.45
7.0,0.41,0.03,0.45
8.79,0.54,0.05,0.41
8.77,0.54,0.05,0.42
50.52,4.08,0.11,0.11
50.52,4.08,0.11,0.11
67.85,2.68,0.1,0.05
64.52,3.9,0.11,0.05
60.41,6.92,0.12,0.05
44.12,21.81,0.05,0.02
40.74,26.58,0.04,0.0
40.87,26.61,0.04,0.0
41.02,26.63,0.05,0.0
41.15,26.66,0.05,0.0
41.29,26.68,0.05,0.0
41.4,26.71,0.05,0.0
41.51,26.74,0.06,0.0
41.64,26.76,0.06,0.0
39.27,31.03,0.02,0.0
39.4,31.01,0.03,0.0
39.53,30.99,0.03,0.0
38.41,32.77,0.02,0.0
38.56,32.67,0.02,0.0
38.46,33.2,0.02,0.0
38.62,33.11,0.02,0.0
39.4,32.23,0.03,0.0
39.56,32.12,0.04,0.0
42.75,24.73,0.05,0.0
49.19,11.24,0.16,0.1
53.14,6.48,0.12,0.09
60.22,3.95,0.12,0.09
64.97,3.76,0.13,0.07
64.91,3.79,0.13,0.07
53.1,3.84,0.12,0.12
44.97,3.06,0.09,0.14
45.03,3.07,0.1,0.14
37.03,2.97,0.07,0.19
37.1,2.97,0.07,0.19
37.15,2.97,0.07,0.19
37.11,2.95,0.07,0.19
37.32,3.03,0.08,0.19
34.25,2.83,0.05,0.2
33.45,2.66,0.07,0.21
36.26,3.13,0.04,0.21
36.26,3.12,0.04,0.21
45.13,3.54,0.12,0.15
37.64,3.31,0.06,0.19
37.15,3.32,0.05,0.2
36.77,3.2,0.06,0.2
38.09,3.54,0.08,0.18
38.17,3.53,0.08,0.18
38.24,3.51,0.08,0.18
39.44,3.91,0.11,0.19
39.47,3.9,0.1,0.19
39.5,3.88,0.1,0.19
9.12,1.43,0.03,0.38
9.28,1.56,0.02,0.36
9.28,1.37,0.02,0.37
8.77,1.35,0.03,0.37
8.73,1.35,0.03,0.37
8.69,1.34,0.03,0.37
11.16,1.73,0.07,0.32
11.15,1.74,0.07,0.32
11.15,1.74,0.07,0.32
11.14,1.75,0.07,0.32
7.7,0.88,0.04,0.41
7.66,0.88,0.04,0.41
7.62,0.88,0.04,0.41
7.58,0.88,0.04,0.41
7.75,0.71,0.04,0.42
50.62,3.94,0.11,0.12
63.56,3.61,0.1,0.05
62.86,4.77,0.11,0.05
52.91,13.15,0.15,0.05
40.69,26.51,0.04,0.0
40.83,26.54,0.04,0.0
40.96,26.57,0.04,0.0
41.07,26.6,0.05,0.0
41.2,26.64,0.05,0.0
41.31,26.67,0.05,0.0
41.42,26.71,0.05,0.0
41.53,26.74,0.05,0.0
41.67,26.75,0.06,0.0
41.81,26.74,0.06,0.0
41.96,26.72,0.06,0.0
39.62,30.87,0.03,0.0
39.75,30.82,0.03,0.0
40.43,28.99,0.05,0.0
41.39,27.1,0.07,0.0
38.13,27.11,0.06,0.02
38.31,26.93,0.06,0.02
38.72,23.58,0.07,0.03
50.79,5.19,0.11,0.11
50.84,5.16,0.11,0.11
52.52,4.41,0.11,0.11
52.57,4.4,0.11,0.11
48.61,3.74,0.11,0.13
44.84,3.03,0.09,0.14
44.87,3.04,0.09,0.14
36.97,2.96,0.07,0.19
37.04,2.96,0.07,0.19
37.1,2.96,0.07,0.19
37.1,2.95,0.07,0.18
37.17,2.95,0.07,0.19
37.22,2.95,0.07,0.19
37.41,3.03,0.08,0.19
37.78,3.3,0.11,0.19
34.52,2.85,0.05,0.2
34.53,2.85,0.05,0.2
33.27,2.64,0.07,0.21
36.13,3.31,0.05,0.2
37.67,3.31,0.06,0.19
35.38,2.96,0.05,0.21
37.88,3.43,0.08,0.19
38.22,3.53,0.08,0.18
38.29,3.51,0.08,0.18
39.47,3.91,0.11,0.19
39.5,3.89,0.1,0.19
39.16,3.81,0.1,0.18
43.78,3.98,0.12,0.15
7.68,1.43,0.02,0.39
7.5,1.53,0.02,0.38
7.48,1.52,0.02,0.38
7.45,1.52,0.02,0.38
7.43,1.51,0.02,0.38
7.38,1.52,0.02,0.38
7.24,1.25,0.03,0.4
7.19,1.25,0.03,0.4
7.15,1.25,0.03,0.4
8.53,1.31,0.03,0.38
11.77,1.89,0.08,0.31
11.76,1.9,0.08,0.31
11.74,1.91,0.08,0.31
11.73,1.91,0.08,0.31
9.28,0.9,0.06,0.37
52.7,3.58,0.12,0.14
61.22,5.03,0.11,0.06
59.24,7.3,0.12,0.06
43.76,22.12,0.05,0.02
40.78,26.47,0.04,0.0
40.91,26.51,0.04,0.0
41.03,26.54,0.04,0.0
41.15,26.57,0.05,0.0
41.26,26.61,0.05,0.0
41.36,26.65,0.05,0.0
41.47,26.69,0.05,0.0
42.95,22.97,0.05,0.01
43.05,23.01,0.05,0.0
45.04,19.68,0.07,0.03
45.11,19.72,0.07,0.03
42.04,22.2,0.06,0.01
42.24,22.09,0.06,0.01
42.37,21.04,0.06,0.02
42.9,19.17,0.07,0.03
42.94,17.06,0.1,0.07
43.17,16.84,0.1,0.07
48.72,6.7,0.13,0.11
48.88,6.57,0.13,0.11
50.88,5.07,0.11,0.11
50.95,5.05,0.11,0.11
52.6,4.34,0.11,0.11
47.97,3.71,0.1,0.13
43.45,2.96,0.1,0.15
36.98,2.95,0.07,0.19
37.05,2.95,0.07,0.19
37.11,2.96,0.07,0.19
37.13,2.94,0.07,0.18
37.21,2.95,0.07,0.19
37.28,2.95,0.07,0.19
37.6,3.07,0.09,0.19
37.77,3.18,0.1,0.19
37.9,3.36,0.11,0.19
34.17,2.86,0.05,0.2
34.58,2.85,0.05,0.21
32.11,2.6,0.08,0.2
39.57,3.54,0.11,0.19
43.43,4.18,0.14,0.16
42.63,4.06,0.14,0.17
39.23,3.82,0.1,0.18
38.36,3.51,0.08,0.18
42.97,3.9,0.13,0.16
48.67,3.81,0.11,0.12
48.1,3.78,0.11,0.13
46.4,3.79,0.11,0.14
49.11,3.89,0.12,0.12
49.13,3.9,0.12,0.12
7.52,1.52,0.02,0.38
7.5,1.52,0.02,0.38
7.47,1.52,0.02,0.38
7.45,1.51,0.02,0.39
7.42,1.51,0.02,0.39
7.38,1.51,0.02,0.39
7.34,1.52,0.02,0.39
7.19,1.25,0.03,0.4
9.07,1.19,0.05,0.37
9.04,1.18,0.05,0.37
9.02,1.16,0.05,0.37
12.57,1.9,0.09,0.31
12.55,1.91,0.09,0.31
12.54,1.91,0.09,0.31
12.52,1.92,0.09,0.31
57.72,7.8,0.13,0.06
51.57,13.63,0.13,0.04
40.73,26.39,0.03,0.0
40.86,26.43,0.04,0.0
40.98,26.47,0.04,0.0
42.49,22.7,0.05,0.01
42.59,22.75,0.05,0.01
44.66,19.47,0.06,0.03
44.73,19.52,0.06,0.03
44.81,19.57,0.06,0.03
44.18,17.81,0.08,0.05
44.28,17.83,0.08,0.05
44.54,16.52,0.08,0.05
44.69,16.47,0.09,0.05
44.11,17.49,0.07,0.03
42.85,16.07,0.08,0.05
43.83,16.11,0.1,0.07
44.05,15.93,0.1,0.07
43.32,11.08,0.13,0.12
46.34,6.27,0.13,0.13
46.59,6.03,0.13,0.13
49.05,6.34,0.13,0.11
49.22,6.22,0.12,0.11
51.02,4.92,0.11,0.11
43.03,3.94,0.11,0.16
41.69,3.27,0.13,0.17
36.43,2.93,0.06,0.18
37.06,2.94,0.07,0.19
37.09,2.93,0.07,0.18
37.16,2.93,0.07,0.18
37.24,2.94,0.07,0.18
37.58,3.05,0.09,0.19
37.61,3.05,0.09,0.19
38.21,3.22,0.12,0.2
37.98,3.32,0.11,0.2
39.08,3.49,0.14,0.21
39.15,3.48,0.14,0.21
37.59,3.36,0.11,0.19
37.36,3.32,0.1,0.19
48.32,5.77,0.13,0.11
56.5,7.29,0.14,0.08
51.38,6.24,0.14,0.1
51.44,6.16,0.14,0.1
48.9,4.81,0.12,0.11
47.47,3.58,0.11,0.14
47.47,3.6,0.11,0.14
49.1,3.89,0.12,0.12
49.11,3.9,0.12,0.12
49.85,3.91,0.12,0.12
49.86,3.92,0.12,0.12
7.95,1.5,0.02,0.38
7.92,1.49,0.02,0.38
7.5,1.52,0.02,0.39
7.48,1.51,0.02,0.39
7.45,1.51,0.02,0.39
7.42,1.51,0.02,0.39
10.23,2.24,0.04,0.34
10.22,2.24,0.04,0.34
9.75,1.83,0.04,0.35
12.93,2.57,0.08,0.3
12.54,1.88,0.09,0.31
12.54,1.88,0.09,0.31
12.53,1.88,0.09,0.31
12.53,1.89,0.09,0.31
12.52,1.89,0.09,0.31
57.55,7.95,0.13,0.06
42.18,22.46,0.05,0.02
44.27,19.21,0.05,0.03
44.34,19.27,0.05,0.03
44.41,19.32,0.05,0.03
43.77,17.5,0.07,0.05
43.86,17.57,0.07,0.05
43.94,17.63,0.07,0.05
44.18,16.36,0.07,0.04
44.26,16.41,0.08,0.04
43.97,15.37,0.08,0.04
44.14,15.29,0.08,0.04
43.97,13.54,0.1,0.08
44.16,13.44,0.11,0.08
42.8,15.92,0.08,0.05
42.22,11.56,0.11,0.1
43.21,10.09,0.14,0.15
43.47,9.88,0.14,0.15
45.25,8.42,0.15,0.14
45.87,6.88,0.14,0.13
46.8,5.71,0.12,0.13
47.02,5.55,0.12,0.13
49.34,6.03,0.12,0.12
49.48,5.93,0.12,0.12
44.01,4.65,0.1,0.14
39.54,3.7,0.14,0.2
36.53,2.92,0.06,0.18
37.12,2.92,0.07,0.18
37.19,2.92,0.07,0.18
37.27,2.93,0.07,0.18
37.6,3.03,0.09,0.19
38.03,3.18,0.12,0.2
38.13,3.19,0.12,0.2
38.23,3.19,0.12,0.2
39.09,3.49,0.15,0.21
38.38,3.52,0.14,0.2
37.5,3.36,0.11,0.19
34.92,3.17,0.06,0.18
46.82,6.07,0.13,0.12
53.24,8.73,0.15,0.09
53.3,8.65,0.15,0.09
53.35,8.58,0.15,0.09
53.4,8.52,0.15,0.09
53.44,8.44,0.15,0.09
50.58,4.42,0.11,0.11
53.18,3.83,0.12,0.12
53.12,3.84,0.12,0.12
53.06,3.85,0.12,0.12
53.0,3.86,0.12,0.12
52.96,3.87,0.12,0.12
54.71,4.2,0.12,0.11
7.95,1.5,0.02,0.39
7.93,1.49,0.02,0.39
7.9,1.49,0.02,0.39
10.24,2.23,0.04,0.34
10.23,2.23,0.04,0.34
10.21,2.22,0.04,0.34
12.95,2.56,0.08,0.3
12.94,2.55,0.08,0.3
12.98,2.53,0.08,0.3
13.05,2.5,0.08,0.3
13.12,2.47,0.08,0.3
23.64,2.97,0.11,0.22
23.66,2.97,0.11,0.22
23.68,2.96,0.11,0.22
44.12,19.09,0.04,0.03
43.56,17.1,0.06,0.05
43.56,17.28,0.06,0.05
43.62,17.37,0.06,0.05
43.82,16.08,0.06,0.04
43.92,16.15,0.07,0.04
43.44,15.26,0.07,0.04
43.58,15.28,0.07,0.04
43.72,15.28,0.07,0.04
43.49,13.58,0.09,0.08
43.7,13.49,0.1,0.08
43.9,13.39,0.1,0.08
42.42,9.48,0.12,0.13
42.62,9.28,0.12,0.13
42.6,9.53,0.13,0.14
42.85,9.33,0.14,0.14
44.81,8.5,0.15,0.14
45.12,8.29,0.15,0.14
45.42,8.07,0.15,0.14
45.73,7.83,0.15,0.13
46.31,6.34,0.13,0.13
47.25,5.33,0.12,0.13
47.44,5.26,0.12,0.13
42.09,4.89,0.12,0.17
36.26,4.07,0.08,0.16
38.23,3.85,0.12,0.18
35.27,2.96,0.04,0.17
37.06,2.94,0.07,0.18
37.59,3.0,0.09,0.19
37.63,3.0,0.09,0.19
37.96,3.15,0.11,0.2
38.06,3.16,0.11,0.2
36.43,3.03,0.07,0.18
38.93,3.48,0.15,0.21
36.14,3.34,0.08,0.17
35.9,3.25,0.06,0.17
34.98,3.22,0.06,0.18
46.75,5.96,0.13,0.12
53.24,8.6,0.15,0.09
53.29,8.53,0.15,0.09
53.34,8.46,0.15,0.09
53.39,8.39,0.15,0.09
53.44,8.32,0.15,0.09
53.5,8.26,0.15,0.09
53.39,6.85,0.14,0.09
55.8,4.73,0.12,0.09
58.82,3.76,0.12,0.09
59.2,3.88,0.12,0.09
59.14,3.89,0.12,0.09
59.07,3.9,0.12,0.09
53.09,3.69,0.12,0.13
8.98,1.24,0.02,0.39
8.66,1.42,0.02,0.38
10.57,1.99,0.03,0.34
10.57,1.98,0.03,0.34
13.25,2.72,0.08,0.29
13.24,2.71,0.08,0.29
13.31,2.68,0.08,0.29
13.38,2.64,0.08,0.29
17.58,2.79,0.11,0.26
30.07,2.63,0.06,0.2
34.13,2.67,0.03,0.19
34.12,2.67,0.03,0.19
34.09,2.67,0.03,0.19
34.06,2.66,0.03,0.19
43.67,15.54,0.06,0.04
43.67,15.72,0.06,0.04
43.67,15.89,0.06,0.04
43.09,15.08,0.06,0.04
43.17,15.16,0.06,0.04
43.3,15.18,0.06,0.04
43.03,13.56,0.09,0.07
43.19,13.53,0.09,0.08
43.4,13.44,0.09,0.08
41.96,9.61,0.12,0.13
42.12,9.51,0.12,0.13
43.55,8.09,0.14,0.15
43.76,7.95,0.14,0.15
44.09,8.82,0.15,0.14
44.4,8.56,0.15,0.14
44.7,8.37,0.15,0.14
45.01,8.16,0.15,0.14
45.3,7.95,0.15,0.14
45.61,7.71,0.15,0.13
45.91,7.47,0.15,0.13
46.23,7.23,0.14,0.13
46.85,5.8,0.13,0.13
39.28,4.63,0.13,0.18
35.93,4.08,0.08,0.17
36.39,4.04,0.08,0.16
32.38,2.88,0.05,0.19
32.82,2.92,0.04,0.19
34.81,2.98,0.05,0.17
37.79,3.12,0.11,0.2
37.89,3.12,0.11,0.2
37.99,3.13,0.11,0.2
36.39,3.02,0.07,0.18
36.88,3.43,0.1,0.18
36.07,3.35,0.08,0.17
35.93,3.29,0.06,0.17
41.0,3.98,0.15,0.19
46.65,5.86,0.13,0.12
53.23,8.48,0.15,0.09
53.29,8.41,0.15,0.09
53.34,8.34,0.15,0.09
53.39,8.27,0.15,0.09
53.44,8.2,0.15,0.09
53.5,8.13,0.15,0.09
53.55,8.06,0.15,0.09
53.59,7.99,0.15,0.09
51.98,5.3,0.12,0.11
58.24,4.36,0.12,0.09
57.05,4.36,0.12,0.09
59.24,4.34,0.12,0.09
59.22,4.35,0.12,0.09
53.0,3.64,0.12,0.13
11.56,1.35,0.02,0.36
14.08,2.05,0.07,0.3
14.16,2.33,0.08,0.29
14.14,2.33,0.08,0.29
14.13,2.32,0.08,0.29
13.69,2.48,0.07,0.29
18.26,2.82,0.11,0.26
33.55,2.5,0.04,0.19
36.39,2.74,0.01,0.18
36.39,2.75,0.01,0.18
36.38,2.75,0.01,0.18
36.37,2.75,0.01,0.18
36.35,2.76,0.01,0.18
36.34,2.76,0.01,0.18
42.89,14.77,0.05,0.03
42.91,14.86,0.05,0.04
42.62,13.25,0.08,0.07
42.73,13.29,0.08,0.07
42.83,13.36,0.08,0.07
42.93,13.42,0.08,0.07
43.09,13.39,0.09,0.08
41.66,9.74,0.11,0.12
41.82,9.58,0.11,0.13
43.25,8.15,0.14,0.15
43.45,8.0,0.14,0.15
43.67,9.01,0.15,0.15
43.98,8.75,0.15,0.15
44.3,8.48,0.15,0.14
44.61,8.24,0.15,0.14
44.93,8.02,0.15,0.14
45.23,7.79,0.15,0.14
45.52,7.58,0.15,0.13
45.81,7.34,0.14,0.13
46.13,7.11,0.14,0.13
46.44,6.87,0.14,0.13
39.19,4.58,0.13,0.18
38.92,4.8,0.12,0.18
36.13,4.05,0.08,0.17
36.23,4.03,0.08,0.17
31.17,2.8,0.05,0.19
32.31,2.88,0.05,0.19
34.27,3.08,0.05,0.17
36.49,3.09,0.08,0.18
37.92,3.1,0.11,0.2
35.69,3.06,0.06,0.17
36.81,3.43,0.1,0.18
35.84,3.32,0.06,0.17
35.92,3.31,0.06,0.17
40.83,3.98,0.15,0.19
46.56,5.76,0.12,0.13
53.22,8.38,0.15,0.09
53.28,8.3,0.15,0.09
53.33,8.22,0.15,0.09
53.39,8.15,0.15,0.09
53.45,8.08,0.15,0.09
53.49,8.01,0.15,0.09
53.54,7.94,0.15,0.09
53.6,7.87,0.15,0.09
53.64,7.8,0.15,0.09
52.94,5.58,0.12,0.1
54.77,4.22,0.11,0.1
54.76,4.22,0.11,0.1
56.96,4.35,0.12,0.09
56.91,4.35,0.12,0.09
52.92,3.64,0.12,0.13
14.36,1.85,0.06,0.31
14.06,2.03,0.07,0.3
14.2,2.14,0.07,0.3
17.59,2.65,0.11,0.27
28.79,2.8,0.08,0.2
33.91,2.55,0.04,0.2
34.53,2.54,0.04,0.2
33.32,2.49,0.05,0.2
33.33,2.49,0.05,0.2
33.34,2.48,0.05,0.2
33.1,2.51,0.04,0.19
33.11,2.51,0.05,0.19
33.12,2.5,0.05,0.19
33.13,2.5,0.05,0.19
42.43,13.3,0.07,0.07
42.53,13.25,0.08,0.07
42.63,13.23,0.08,0.07
42.73,13.23,0.08,0.07
41.24,10.09,0.1,0.12
41.38,9.97,0.11,0.12
42.73,8.45,0.14,0.15
42.91,8.32,0.14,0.15
43.12,8.14,0.14,0.15
43.32,9.12,0.15,0.15
43.55,8.94,0.15,0.15
43.88,8.67,0.15,0.15
44.2,8.4,0.15,0.14
44.52,8.13,0.15,0.14
44.84,7.89,0.15,0.14
45.13,7.67,0.15,0.14
45.43,7.45,0.15,0.14
45.74,7.22,0.14,0.13
46.05,6.97,0.14,0.13
46.37,6.72,0.14,0.13
46.69,6.49,0.13,0.13
39.23,4.52,0.13,0.18
36.22,4.04,0.08,0.16
36.32,4.02,0.08,0.16
31.12,2.79,0.05,0.18
31.13,2.78,0.06,0.19
32.38,2.89,0.05,0.18
32.7,3.01,0.05,0.19
34.3,3.2,0.05,0.17
36.67,3.44,0.1,0.18
36.75,3.43,0.1,0.18
35.82,3.34,0.06,0.17
34.92,3.31,0.06,0.18
40.66,3.96,0.15,0.2
46.47,5.66,0.12,0.13
53.2,8.27,0.15,0.09
53.26,8.19,0.15,0.09
53.32,8.11,0.15,0.09
53.38,8.03,0.15,0.09
53.44,7.96,0.15,0.09
53.49,7.88,0.15,0.09
53.54,7.82,0.15,0.09
53.59,7.75,0.14,0.09
53.64,7.68,0.14,0.09
53.69,7.61,0.14,0.1
53.57,5.87,0.13,0.1
52.79,4.05,0.11,0.11
52.59,4.06,0.11,0.11
52.6,4.06,0.11,0.11
54.65,4.22,0.11,0.1
53.03,3.83,0.12,0.12
51.63,3.65,0.12,0.13
18.03,2.52,0.11,0.27
29.5,2.64,0.07,0.2
33.56,2.6,0.03,0.19
34.58,2.56,0.03,0.2
33.26,2.5,0.05,0.19
33.27,2.5,0.05,0.19
33.28,2.49,0.05,0.2
33.28,2.48,0.05,0.2
33.08,2.52,0.04,0.19
33.1,2.51,0.04,0.19
33.11,2.51,0.04,0.19
33.12,2.5,0.05,0.19
32.84,2.35,0.05,0.19
42.43,13.26,0.07,0.07
40.84,10.38,0.1,0.11
40.98,10.27,0.1,0.12
41.11,10.16,0.1,0.12
42.38,8.65,0.14,0.15
42.57,8.51,0.14,0.15
42.76,8.37,0.14,0.15
43.02,9.19,0.15,0.15
43.22,9.04,0.15,0.15
43.45,8.86,0.15,0.15
43.77,8.59,0.15,0.15
44.09,8.32,0.15,0.14
44.42,8.05,0.15,0.14
44.76,7.76,0.15,0.14
45.06,7.54,0.15,0.14
45.35,7.32,0.14,0.14
45.65,7.1,0.14,0.14
45.96,6.85,0.14,0.13
46.28,6.61,0.14,0.13
46.61,6.36,0.13,0.13
39.15,4.5,0.12,0.18
39.0,4.62,0.12,0.18
36.38,4.02,0.08,0.16
36.48,4.0,0.08,0.16
31.06,2.78,0.06,0.18
32.46,2.91,0.05,0.18
32.45,2.9,0.05,0.18
32.79,3.02,0.05,0.19
34.42,3.22,0.05,0.17
36.71,3.43,0.1,0.18
35.79,3.36,0.06,0.17
34.88,3.33,0.05,0.17
40.47,3.95,0.15,0.2
46.37,5.58,0.12,0.13
53.19,8.16,0.15,0.09
53.25,8.08,0.15,0.09
53.31,8.0,0.15,0.09
53.37,7.93,0.15,0.09
53.43,7.85,0.15,0.09
53.48,7.77,0.14,0.09
53.54,7.69,0.14,0.09
53.59,7.62,0.14,0.09
53.64,7.55,0.14,0.09
53.7,7.49,0.14,0.1
53.75,7.41,0.14,0.1
53.36,5.8,0.13,0.1
52.81,4.05,0.11,0.11
52.21,3.95,0.11,0.11
52.79,4.03,0.11,0.11
52.56,4.04,0.11,0.11
52.56,4.04,0.11,0.11
47.21,3.67,0.11,0.15
29.67,2.64,0.07,0.2
34.07,2.58,0.04,0.2
33.2,2.51,0.05,0.19
33.21,2.51,0.05,0.19
33.22,2.5,0.05,0.19
33.22,2.49,0.05,0.19
33.22,2.48,0.05,0.2
33.08,2.52,0.04,0.19
33.09,2.52,0.04,0.19
33.11,2.52,0.04,0.19
33.12,2.51,0.04,0.19
40.08,2.9,0.06,0.17
34.12,2.32,0.05,0.21
14.41,2.14,0.08,0.26
41.84,8.96,0.13,0.15
42.01,8.84,0.13,0.15
42.2,8.7,0.13,0.15
42.41,8.56,0.13,0.15
42.68,9.32,0.14,0.16
42.91,9.1,0.14,0.15
43.12,8.95,0.14,0.15
43.33,8.79,0.14,0.15
43.66,8.52,0.14,0.15
43.97,8.25,0.14,0.15
44.31,7.97,0.15,0.14
44.65,7.69,0.15,0.14
44.97,7.42,0.14,0.14
45.28,7.19,0.14,0.14
45.57,6.97,0.14,0.14
45.87,6.74,0.14,0.13
46.2,6.5,0.13,0.13
46.54,6.24,0.13,0.13
46.9,5.98,0.13,0.13
39.18,4.45,0.12,0.18
39.09,4.57,0.12,0.18
36.53,4.0,0.08,0.16
36.64,3.98,0.08,0.16
31.0,2.78,0.06,0.18
32.53,2.91,0.05,0.18
32.51,2.91,0.05,0.18
32.95,3.04,0.04,0.19
35.87,3.39,0.07,0.16
35.75,3.38,0.06,0.16
34.87,3.35,0.05,0.17
40.36,3.93,0.15,0.2
46.27,5.52,0.12,0.13
53.18,8.05,0.15,0.09
53.24,7.98,0.15,0.09
53.3,7.9,0.15,0.09
53.35,7.82,0.14,0.09
53.41,7.74,0.14,0.09
53.46,7.66,0.14,0.09
53.52,7.59,0.14,0.09
53.58,7.51,0.14,0.09
53.64,7.43,0.14,0.1
53.69,7.36,0.14,0.1
53.74,7.29,0.14,0.1
53.79,7.22,0.14,0.1
54.26,5.13,0.12,0.1
53.21,3.97,0.11,0.11
53.25,3.98,0.11,0.11
52.87,4.04,0.11,0.11
52.26,3.95,0.11,0.11
51.05,3.93,0.12,0.12
49.38,3.81,0.12,0.14
34.69,2.58,0.03,0.2
33.15,2.52,0.04,0.19
33.15,2.51,0.05,0.19
33.16,2.5,0.05,0.19
33.17,2.49,0.05,0.19
33.17,2.48,0.05,0.19
33.06,2.52,0.04,0.19
33.08,2.52,0.04,0.19
33.09,2.52,0.04,0.19
38.37,2.46,0.01,0.16
34.07,2.35,0.04,0.21
19.55,2.16,0.12,0.27
19.45,2.03,0.12,0.28
14.32,2.11,0.08,0.27
14.45,2.11,0.08,0.27
42.06,8.76,0.13,0.15
42.31,9.57,0.14,0.15
42.54,9.37,0.14,0.15
42.77,9.15,0.14,0.15
43.0,8.93,0.14,0.15
43.23,8.7,0.14,0.15
43.54,8.44,0.14,0.15
43.87,8.17,0.14,0.15
44.2,7.89,0.14,0.14
44.54,7.6,0.14,0.14
44.87,7.31,0.14,0.14
45.19,7.06,0.14,0.14
45.5,6.83,0.14,0.14
45.8,6.61,0.14,0.14
46.12,6.38,0.13,0.13
46.49,6.11,0.13,0.13
46.88,5.87,0.13,0.13
47.26,5.67,0.12,0.13
39.25,4.39,0.12,0.18
39.17,4.51,0.12,0.18
36.69,3.98,0.08,0.16
36.8,3.96,0.08,0.16
30.96,2.78,0.06,0.18
32.58,2.92,0.05,0.18
32.58,2.92,0.05,0.18
34.4,3.28,0.05,0.17
35.69,3.39,0.06,0.16
34.86,3.37,0.05,0.17
40.23,3.91,0.15,0.2
46.16,5.46,0.12,0.13
53.16,7.94,0.15,0.09
53.22,7.87,0.15,0.09
53.28,7.79,0.14,0.09
53.34,7.71,0.14,0.09
53.4,7.63,0.14,0.09
53.46,7.55,0.14,0.09
53.51,7.47,0.14,0.09
53.57,7.4,0.14,0.09
53.63,7.32,0.14,0.1
53.69,7.24,0.14,0.1
53.74,7.16,0.14,0.1
53.79,7.1,0.14,0.1
53.85,7.03,0.14,0.1
54.69,4.96,0.11,0.09
53.17,3.96,0.11,0.11
53.21,3.96,0.11,0.11
53.26,3.97,0.11,0.11
53.3,3.97,0.11,0.11
51.73,3.9,0.11,0.11
53.56,3.94,0.11,0.11
49.33,3.83,0.12,0.14
33.09,2.51,0.04,0.19
33.1,2.5,0.04,0.19
33.11,2.49,0.04,0.19
33.04,2.53,0.04,0.19
33.05,2.52,0.04,0.19
33.07,2.52,0.04,0.19
38.34,2.45,0.01,0.16
40.09,2.87,0.06,0.17
19.43,2.19,0.12,0.27
19.37,2.06,0.12,0.28
14.35,1.46,0.08,0.32
