Fe_pred,S_pred,Cu_pred,MET_pred
25.92,0.59,0.12,0.32
23.63,0.47,0.14,0.31
23.66,0.45,0.14,0.31
23.66,0.43,0.14,0.31
23.59,0.42,0.14,0.31
14.17,0.0,0.13,0.36
14.13,0.0,0.13,0.36
14.08,0.0,0.13,0.36
14.04,0.0,0.13,0.36
15.17,0.22,0.13,0.34
15.17,0.2,0.13,0.34
15.15,0.18,0.14,0.34
22.85,0.0,0.15,0.31
22.92,0.0,0.15,0.31
23.0,0.0,0.15,0.31
23.01,0.0,0.15,0.31
28.62,0.0,0.18,0.34
33.56,0.0,0.22,0.3
36.3,0.0,0.23,0.29
36.05,0.0,0.24,0.29
22.71,3.59,0.11,0.23
22.82,3.6,0.11,0.23
22.93,3.6,0.11,0.23
24.07,3.92,0.11,0.24
16.48,3.8,0.07,0.21
16.58,3.79,0.07,0.21
16.68,3.78,0.07,0.21
16.77,3.76,0.07,0.21
16.84,3.75,0.07,0.21
16.91,3.73,0.07,0.21
17.0,3.71,0.07,0.21
17.09,3.69,0.07,0.21
17.17,3.67,0.07,0.21
17.26,3.65,0.07,0.21
17.36,3.64,0.07,0.21
17.47,3.62,0.07,0.22
17.57,3.61,0.07,0.22
10.45,1.68,0.06,0.23
10.59,1.68,0.06,0.23
10.72,1.69,0.06,0.23
10.85,1.69,0.06,0.23
10.98,1.69,0.06,0.23
63.47,2.56,0.11,0.08
63.48,2.55,0.11,0.08
68.66,1.32,0.09,0.05
72.8,0.0,0.07,0.02
76.48,0.0,0.06,0.0
76.6,0.0,0.06,0.0
77.64,0.69,0.08,0.0
77.7,0.61,0.07,0.0
77.78,0.52,0.07,0.0
77.74,0.48,0.07,0.0
77.08,0.0,0.07,0.0
77.1,0.0,0.07,0.0
76.61,0.0,0.05,0.0
74.8,0.0,0.05,0.0
74.58,0.0,0.05,0.0
74.66,0.0,0.05,0.0
74.75,0.0,0.05,0.0
74.53,0.0,0.05,0.0
73.89,0.0,0.05,0.01
74.04,0.0,0.05,0.01
73.71,0.0,0.05,0.01
28.93,0.87,0.12,0.33
24.91,0.59,0.12,0.31
23.66,0.5,0.13,0.31
23.68,0.48,0.13,0.31
23.71,0.46,0.14,0.31
23.73,0.44,0.14,0.31
23.71,0.43,0.14,0.31
14.18,0.0,0.13,0.36
14.14,0.0,0.13,0.36
14.1,0.0,0.13,0.36
14.06,0.0,0.13,0.36
14.01,0.0,0.14,0.36
13.97,0.0,0.14,0.36
15.2,0.18,0.13,0.34
15.18,0.16,0.14,0.34
15.2,0.11,0.14,0.34
19.34,0.0,0.14,0.32
33.11,0.0,0.21,0.3
33.34,0.0,0.22,0.3
35.59,0.0,0.24,0.29
35.82,0.0,0.24,0.29
41.26,0.0,0.16,0.22
23.78,3.23,0.1,0.24
23.91,3.23,0.1,0.24
24.03,3.21,0.1,0.24
12.54,3.54,0.03,0.2
13.71,3.65,0.05,0.19
16.53,3.77,0.06,0.21
16.63,3.76,0.07,0.21
16.73,3.75,0.07,0.21
16.82,3.73,0.07,0.21
16.89,3.72,0.07,0.21
16.97,3.69,0.07,0.21
17.05,3.67,0.07,0.21
17.14,3.66,0.07,0.21
17.24,3.64,0.07,0.21
17.33,3.63,0.07,0.21
17.43,3.61,0.07,0.22
10.25,1.65,0.05,0.23
10.39,1.65,0.06,0.23
10.52,1.65,0.06,0.23
10.65,1.65,0.06,0.23
10.78,1.65,0.06,0.23
60.09,3.04,0.12,0.1
63.43,2.53,0.11,0.08
63.44,2.53,0.11,0.08
68.68,1.3,0.09,0.05
74.83,0.0,0.06,0.01
75.78,0.0,0.06,-0.0
77.18,0.52,0.08,0.0
77.29,0.4,0.08,0.0
77.58,0.46,0.08,0.0
77.23,0.0,0.07,0.0
77.36,0.0,0.07,0.0
76.09,0.0,0.05,0.0
74.66,0.0,0.06,0.0
73.85,0.0,0.06,0.01
73.8,0.0,0.06,0.01
73.89,0.0,0.06,0.01
74.5,0.0,0.05,0.0
74.33,0.0,0.05,0.0
73.86,0.0,0.05,0.01
73.96,0.0,0.05,0.01
73.85,0.0,0.05,0.01
73.72,0.0,0.05,0.01
24.95,0.62,0.12,0.31
23.69,0.53,0.13,0.31
23.71,0.51,0.13,0.31
23.73,0.49,0.13,0.31
23.76,0.47,0.13,0.31
23.78,0.45,0.14,0.31
18.8,0.0,0.12,0.32
14.2,0.0,0.13,0.36
14.16,0.0,0.13,0.36
14.12,0.0,0.13,0.36
14.08,0.0,0.13,0.36
14.04,0.0,0.13,0.36
14.0,0.0,0.14,0.36
14.6,0.14,0.13,0.35
18.12,0.0,0.13,0.32
18.29,0.0,0.14,0.32
21.24,0.0,0.14,0.31
25.56,0.0,0.17,0.33
31.49,0.0,0.21,0.31
33.22,0.0,0.22,0.3
33.43,0.0,0.23,0.3
44.77,0.0,0.12,0.17
23.69,3.19,0.1,0.24
23.83,3.19,0.1,0.24
13.15,3.63,0.04,0.19
13.26,3.62,0.04,0.19
13.37,3.62,0.05,0.19
13.69,3.6,0.05,0.19
16.58,3.74,0.06,0.21
16.68,3.72,0.06,0.21
16.77,3.71,0.07,0.21
16.85,3.69,0.07,0.21
16.93,3.67,0.07,0.21
17.02,3.66,0.07,0.21
17.11,3.65,0.07,0.21
17.21,3.63,0.07,0.21
17.3,3.61,0.07,0.21
10.06,1.61,0.05,0.23
10.19,1.61,0.05,0.23
10.32,1.62,0.05,0.23
10.45,1.62,0.06,0.23
10.58,1.62,0.06,0.23
57.01,4.08,0.12,0.11
60.0,3.02,0.12,0.1
63.38,2.51,0.11,0.08
68.59,1.37,0.09,0.05
75.42,0.0,0.06,0.0
75.52,0.0,0.06,0.0
77.38,0.0,0.07,0.0
77.49,0.0,0.07,0.0
77.03,0.1,0.08,0.0
77.16,0.0,0.07,0.0
76.91,0.0,0.07,0.0
77.05,0.0,0.07,0.0
75.5,0.0,0.05,-0.0
74.53,0.0,0.05,0.0
74.33,0.0,0.06,0.0
74.4,0.0,0.05,0.0
74.5,0.0,0.05,0.0
74.13,0.0,0.05,0.0
73.48,0.0,0.05,0.01
73.57,0.0,0.05,0.01
73.6,0.0,0.05,0.01
73.63,0.0,0.05,0.01
25.53,0.28,0.13,0.31
25.55,0.26,0.13,0.32
25.57,0.24,0.13,0.32
25.59,0.22,0.13,0.32
23.78,0.5,0.13,0.31
23.8,0.48,0.13,0.31
23.83,0.47,0.13,0.31
18.88,0.0,0.12,0.32
14.22,0.0,0.13,0.36
14.18,0.0,0.13,0.36
14.14,0.0,0.13,0.36
14.1,0.0,0.13,0.36
14.06,0.0,0.13,0.36
18.03,0.0,0.13,0.32
18.17,0.0,0.13,0.32
21.35,0.0,0.14,0.31
25.71,0.0,0.16,0.33
25.68,0.0,0.17,0.33
30.42,0.0,0.2,0.31
30.6,0.0,0.2,0.31
32.93,0.0,0.22,0.3
33.15,0.0,0.22,0.3
40.1,0.0,0.18,0.24
23.57,3.14,0.1,0.24
17.48,3.56,0.09,0.2
13.04,3.59,0.04,0.19
13.14,3.58,0.04,0.19
13.26,3.58,0.04,0.19
13.36,3.57,0.04,0.19
13.25,3.47,0.05,0.18
13.77,3.55,0.05,0.19
16.71,3.68,0.06,0.21
16.81,3.66,0.06,0.21
16.89,3.66,0.07,0.21
16.99,3.64,0.07,0.21
17.08,3.63,0.07,0.21
9.86,1.6,0.05,0.23
9.92,1.58,0.05,0.23
10.02,1.58,0.05,0.23
10.11,1.58,0.05,0.23
10.23,1.59,0.05,0.23
10.36,1.59,0.06,0.23
56.92,4.04,0.12,0.11
56.95,4.03,0.12,0.11
63.31,2.48,0.11,0.08
63.33,2.48,0.11,0.08
76.21,0.0,0.06,-0.0
77.15,0.0,0.06,0.0
77.9,0.0,0.07,0.0
77.46,0.0,0.07,0.0
77.59,0.0,0.07,0.0
77.71,0.0,0.07,0.0
77.84,0.0,0.07,0.0
77.38,0.0,0.07,0.0
77.13,0.0,0.06,0.0
77.27,0.0,0.06,0.0
77.4,0.0,0.06,0.0
75.71,0.0,0.05,0.0
74.71,0.0,0.05,0.0
74.5,0.0,0.05,0.0
74.59,0.0,0.05,0.0
74.35,0.0,0.05,0.0
73.57,0.0,0.05,0.01
73.61,0.0,0.05,0.01
73.65,0.0,0.05,0.01
25.58,0.29,0.13,0.32
25.6,0.27,0.13,0.32
25.61,0.25,0.13,0.32
25.64,0.23,0.13,0.32
25.74,0.19,0.13,0.32
25.86,0.15,0.13,0.32
26.0,0.09,0.13,0.32
18.95,0.0,0.12,0.32
14.24,0.0,0.13,0.36
14.21,-0.0,0.13,0.36
16.82,0.0,0.12,0.33
18.05,0.08,0.12,0.32
18.1,0.01,0.13,0.32
21.48,0.0,0.13,0.31
25.87,0.0,0.16,0.33
25.84,0.0,0.16,0.33
30.19,0.0,0.19,0.31
30.31,0.0,0.19,0.31
32.49,0.0,0.21,0.3
32.7,0.0,0.21,0.3
32.92,0.0,0.22,0.3
33.15,0.0,0.22,0.3
33.38,0.0,0.22,0.3
23.47,3.08,0.1,0.24
12.81,3.56,0.04,0.19
12.92,3.55,0.04,0.19
13.03,3.55,0.04,0.19
13.14,3.54,0.04,0.19
13.25,3.53,0.04,0.19
13.36,3.52,0.04,0.19
13.24,3.41,0.05,0.18
13.33,3.39,0.05,0.19
16.75,3.64,0.06,0.21
16.86,3.63,0.07,0.21
16.95,3.62,0.07,0.21
9.78,1.6,0.05,0.23
9.84,1.58,0.05,0.23
9.91,1.56,0.05,0.23
9.98,1.55,0.05,0.23
10.06,1.55,0.05,0.23
10.16,1.55,0.05,0.23
10.26,1.55,0.05,0.23
56.85,3.99,0.12,0.11
56.88,3.97,0.12,0.11
63.26,2.45,0.11,0.08
76.21,0.0,0.06,-0.0
78.27,0.0,0.07,0.0
78.49,0.0,0.07,0.0
78.61,0.0,0.07,0.0
78.08,0.0,0.07,0.0
78.21,0.0,0.07,0.0
77.79,0.0,0.07,0.0
77.91,0.0,0.07,0.0
78.03,0.0,0.07,0.0
77.6,0.0,0.07,0.0
77.72,0.0,0.07,0.0
77.49,0.0,0.06,0.0
77.64,0.0,0.06,0.0
75.83,0.0,0.05,0.0
74.81,0.0,0.05,-0.0
74.89,0.0,0.05,-0.0
74.84,0.0,0.05,-0.0
74.13,0.0,0.05,0.0
73.48,0.0,0.05,0.01
73.96,0.0,0.05,0.0
25.63,0.29,0.12,0.32
25.64,0.27,0.13,0.32
25.65,0.25,0.13,0.32
25.76,0.21,0.13,0.32
25.87,0.18,0.13,0.32
25.97,0.14,0.13,0.32
26.09,0.08,0.13,0.32
19.03,0.0,0.12,0.32
16.92,0.0,0.12,0.33
16.91,0.0,0.12,0.33
18.17,0.11,0.12,0.32
21.76,0.0,0.13,0.31
26.03,0.0,0.16,0.33
25.99,0.0,0.16,0.33
25.97,0.0,0.16,0.33
30.1,0.0,0.18,0.31
30.22,0.0,0.19,0.31
32.26,0.0,0.2,0.3
32.48,0.0,0.21,0.3
32.7,0.0,0.21,0.3
32.92,0.0,0.22,0.3
33.14,0.0,0.22,0.3
33.39,0.0,0.22,0.3
14.64,3.58,0.06,0.19
12.7,3.52,0.04,0.19
12.81,3.51,0.04,0.19
12.92,3.51,0.04,0.19
13.03,3.5,0.04,0.19
13.14,3.49,0.04,0.19
13.25,3.48,0.04,0.19
13.35,3.47,0.04,0.19
14.07,3.38,0.06,0.19
13.33,3.34,0.05,0.19
16.73,3.6,0.06,0.21
9.69,1.6,0.05,0.23
9.76,1.58,0.05,0.23
9.83,1.57,0.05,0.23
9.89,1.55,0.05,0.23
9.96,1.53,0.05,0.23
10.03,1.52,0.05,0.23
10.12,1.51,0.05,0.23
50.41,4.49,0.12,0.13
54.64,4.39,0.12,0.11
57.91,3.28,0.11,0.1
76.94,0.0,0.06,0.0
78.06,0.0,0.07,0.0
78.19,0.0,0.07,0.0
78.29,0.0,0.07,0.0
78.56,0.0,0.07,0.0
78.8,0.0,0.07,0.0
78.9,0.0,0.06,0.0
78.38,0.0,0.06,0.0
77.99,0.0,0.07,0.0
78.1,0.0,0.06,0.0
78.23,0.0,0.06,0.0
78.35,0.0,0.06,0.0
77.94,0.0,0.06,0.0
77.69,0.0,0.06,0.0
77.81,0.0,0.06,0.0
77.92,0.0,0.05,0.0
76.06,0.0,0.05,0.0
74.99,0.0,0.05,-0.0
74.94,0.0,0.05,-0.0
74.23,0.0,0.05,0.0
73.59,0.0,0.05,0.01
25.67,0.29,0.12,0.32
25.67,0.27,0.12,0.32
25.78,0.24,0.13,0.32
25.88,0.2,0.13,0.32
25.98,0.17,0.13,0.32
26.08,0.13,0.13,0.32
26.19,0.07,0.13,0.32
17.03,0.0,0.12,0.33
21.37,0.0,0.13,0.32
21.86,0.0,0.13,0.31
26.2,0.0,0.15,0.33
26.14,0.0,0.15,0.33
26.12,0.0,0.15,0.33
29.9,0.0,0.18,0.32
30.03,0.0,0.18,0.32
31.82,0.0,0.2,0.3
32.04,0.0,0.2,0.3
32.26,0.0,0.2,0.3
32.48,0.0,0.21,0.3
32.69,0.0,0.21,0.3
32.91,0.0,0.21,0.3
33.15,0.0,0.22,0.3
33.39,0.0,0.22,0.3
12.47,3.49,0.04,0.18
12.59,3.48,0.04,0.19
12.7,3.48,0.04,0.19
12.81,3.47,0.04,0.19
12.92,3.47,0.04,0.19
13.03,3.45,0.04,0.19
13.14,3.44,0.04,0.19
13.24,3.43,0.04,0.19
13.34,3.41,0.04,0.19
14.05,3.34,0.06,0.19
9.61,1.6,0.05,0.22
9.67,1.58,0.05,0.23
9.74,1.57,0.05,0.23
9.81,1.55,0.05,0.23
9.88,1.54,0.05,0.23
8.58,1.0,0.03,0.25
8.63,0.98,0.03,0.25
8.67,0.96,0.03,0.26
48.35,4.22,0.1,0.14
50.52,4.35,0.11,0.13
77.69,0.0,0.07,0.0
77.79,0.0,0.07,0.0
78.08,0.0,0.07,0.0
78.24,0.0,0.07,0.0
78.35,0.0,0.07,0.0
78.46,0.0,0.06,0.0
78.72,0.0,0.06,0.0
78.96,0.0,0.06,0.0
79.06,0.0,0.06,0.0
78.54,0.0,0.06,0.0
78.64,0.0,0.06,0.0
78.3,0.0,0.06,0.0
78.41,0.0,0.06,0.0
78.52,0.0,0.06,0.0
78.63,0.0,0.06,0.0
78.25,0.0,0.06,0.0
77.96,0.0,0.05,0.0
78.06,0.0,0.05,0.0
76.21,0.0,0.04,0.0
76.41,0.0,0.04,0.0
75.94,0.0,0.04,0.0
25.69,0.31,0.12,0.32
25.7,0.3,0.12,0.32
25.79,0.27,0.12,0.32
25.89,0.23,0.12,0.32
25.99,0.19,0.12,0.32
26.09,0.15,0.13,0.32
26.19,0.12,0.13,0.32
26.81,0.13,0.13,0.32
21.51,0.0,0.12,0.32
22.05,0.0,0.13,0.31
26.27,0.0,0.15,0.33
26.28,0.0,0.15,0.33
29.69,0.0,0.17,0.32
29.82,0.0,0.17,0.32
29.94,0.0,0.17,0.32
31.6,0.0,0.19,0.3
31.82,0.0,0.19,0.3
32.04,0.0,0.2,0.3
32.25,0.0,0.2,0.3
32.47,0.0,0.21,0.3
32.69,0.0,0.21,0.3
32.91,0.0,0.21,0.3
33.15,0.0,0.22,0.3
33.37,0.0,0.22,0.3
12.36,3.45,0.04,0.18
12.47,3.45,0.04,0.19
12.59,3.44,0.04,0.19
12.69,3.44,0.04,0.19
12.81,3.43,0.04,0.19
12.92,3.42,0.04,0.19
13.02,3.4,0.04,0.19
13.13,3.39,0.04,0.19
13.24,3.38,0.04,0.19
13.35,3.37,0.04,0.19
14.02,3.3,0.06,0.19
9.66,1.57,0.05,0.22
9.73,1.55,0.05,0.23
8.49,1.02,0.02,0.25
8.55,1.0,0.03,0.25
8.59,0.98,0.03,0.25
8.63,0.97,0.03,0.25
48.04,3.82,0.09,0.14
48.11,3.81,0.09,0.14
76.4,0.0,0.06,0.0
77.04,0.0,0.07,0.0
77.13,0.0,0.07,0.0
77.95,0.0,0.07,0.0
78.24,0.0,0.07,0.0
78.34,0.0,0.07,0.0
78.5,0.0,0.06,0.0
78.61,0.0,0.06,0.0
78.72,0.0,0.06,0.0
79.0,0.0,0.06,0.0
79.23,0.0,0.06,0.0
79.34,0.0,0.06,0.0
78.8,0.0,0.06,0.0
78.48,0.0,0.06,0.0
78.57,0.0,0.06,0.0
78.68,0.0,0.06,0.0
78.79,0.0,0.06,0.0
78.45,0.0,0.06,0.0
78.56,0.0,0.06,0.0
78.22,0.0,0.05,0.0
78.31,0.0,0.05,0.0
77.82,0.0,0.05,0.0
25.72,0.32,0.12,0.32
25.8,0.29,0.12,0.32
25.9,0.25,0.12,0.32
26.0,0.22,0.12,0.32
26.11,0.18,0.12,0.32
26.2,0.14,0.12,0.32
30.07,0.07,0.14,0.33
22.26,0.0,0.13,0.31
26.29,0.0,0.14,0.32
26.3,0.0,0.14,0.32
29.48,0.0,0.16,0.33
29.6,0.0,0.16,0.33
29.73,0.0,0.16,0.32
31.2,0.0,0.18,0.3
31.37,0.0,0.19,0.3
31.6,0.0,0.19,0.3
31.81,0.0,0.19,0.3
32.03,0.0,0.2,0.3
32.25,0.0,0.2,0.3
32.47,0.0,0.2,0.3
32.7,0.0,0.21,0.3
32.9,0.0,0.21,0.3
33.13,0.0,0.22,0.3
38.32,0.0,0.17,0.26
12.23,3.41,0.04,0.18
12.36,3.41,0.04,0.18
12.47,3.4,0.04,0.19
12.58,3.4,0.04,0.19
12.69,3.39,0.04,0.19
12.8,3.37,0.04,0.19
12.91,3.36,0.04,0.19
13.04,3.36,0.04,0.19
13.15,3.35,0.04,0.19
13.26,3.34,0.04,0.19
13.36,3.33,0.04,0.19
8.4,1.04,0.02,0.25
8.45,1.02,0.02,0.25
8.5,1.01,0.02,0.25
7.77,1.77,0.0,0.22
7.81,1.75,0.0,0.22
7.85,1.74,0.0,0.22
48.1,3.78,0.09,0.14
70.04,0.11,0.08,0.04
72.2,0.0,0.06,0.02
76.55,0.0,0.06,0.0
77.18,0.0,0.07,0.0
77.29,0.0,0.06,0.0
78.11,0.0,0.07,0.0
78.21,0.0,0.06,0.0
78.5,0.0,0.06,0.0
78.66,0.0,0.06,0.0
78.78,0.0,0.06,0.0
78.87,0.0,0.06,0.0
79.15,0.0,0.06,0.0
79.39,0.0,0.06,0.0
79.49,0.0,0.06,0.0
78.96,0.0,0.06,0.0
79.06,0.0,0.05,0.0
78.74,0.0,0.06,0.0
78.84,0.0,0.05,0.0
78.95,0.0,0.05,0.0
79.06,0.0,0.05,0.0
78.76,0.0,0.05,0.0
78.38,0.0,0.05,0.0
78.47,0.0,0.05,0.0
25.81,0.31,0.12,0.32
25.91,0.27,0.12,0.32
26.01,0.24,0.12,0.32
26.11,0.2,0.12,0.32
29.94,0.14,0.13,0.33
30.01,0.1,0.13,0.33
28.72,0.0,0.13,0.33
26.34,0.0,0.14,0.32
26.33,0.0,0.14,0.32
29.39,0.0,0.15,0.33
29.51,0.0,0.16,0.33
30.87,0.0,0.17,0.3
31.05,0.0,0.18,0.3
31.22,0.0,0.18,0.3
31.4,0.0,0.18,0.3
31.6,0.0,0.19,0.3
31.81,0.0,0.19,0.3
32.03,0.0,0.19,0.3
32.25,0.0,0.2,0.3
32.46,0.0,0.2,0.3
32.69,0.0,0.21,0.3
32.9,0.0,0.21,0.3
33.13,0.0,0.21,0.3
38.28,0.0,0.17,0.26
16.08,0.0,0.03,0.26
16.03,0.0,0.03,0.27
15.99,0.0,0.03,0.27
15.93,0.0,0.03,0.27
15.86,0.0,0.03,0.27
14.15,0.0,0.03,0.28
14.1,0.0,0.03,0.28
58.51,1.45,0.1,0.1
56.35,1.27,0.09,0.1
57.1,1.15,0.09,0.11
57.24,1.07,0.09,0.12
57.54,0.84,0.08,0.12
55.44,0.83,0.08,0.12
55.43,0.83,0.08,0.12
57.85,0.75,0.08,0.11
57.8,0.75,0.08,0.11
57.75,0.75,0.08,0.11
57.7,0.74,0.08,0.11
57.64,0.75,0.08,0.11
54.3,0.79,0.07,0.13
53.43,0.74,0.07,0.13
58.02,0.83,0.08,0.12
69.48,1.72,0.12,0.03
63.72,2.0,0.13,0.08
63.62,2.04,0.13,0.08
63.56,2.04,0.13,0.08
63.5,2.03,0.13,0.08
61.34,2.1,0.13,0.1
61.29,2.09,0.13,0.1
61.24,2.09,0.13,0.1
61.2,2.08,0.13,0.1
61.15,2.08,0.13,0.1
61.1,2.07,0.13,0.1
61.06,2.03,0.13,0.1
61.02,1.96,0.13,0.1
60.99,1.88,0.13,0.1
34.14,0.0,0.23,0.28
34.04,0.0,0.23,0.28
33.96,0.0,0.23,0.28
33.89,0.0,0.23,0.28
42.81,0.0,0.19,0.18
55.66,0.0,0.13,0.13
55.7,0.0,0.13,0.13
54.71,0.0,0.14,0.14
52.03,0.0,0.23,0.18
52.13,0.0,0.24,0.19
52.25,0.0,0.24,0.19
52.37,0.0,0.25,0.19
52.47,0.0,0.26,0.19
52.56,0.0,0.26,0.19
52.62,0.0,0.27,0.2
52.68,0.0,0.27,0.2
52.74,0.0,0.28,0.2
52.78,0.0,0.28,0.2
52.84,0.0,0.29,0.2
52.89,0.0,0.29,0.21
52.18,0.0,0.31,0.21
52.24,0.0,0.32,0.21
52.31,0.0,0.32,0.21
52.36,0.0,0.33,0.21
52.44,0.0,0.33,0.21
52.57,0.0,0.33,0.21
52.7,0.0,0.33,0.21
52.84,0.0,0.33,0.21
52.98,0.0,0.33,0.21
15.97,0.0,0.03,0.27
15.91,0.0,0.03,0.27
15.87,0.0,0.03,0.27
15.83,0.0,0.03,0.27
14.21,0.0,0.03,0.28
14.15,0.0,0.03,0.28
14.08,0.0,0.03,0.28
58.3,1.47,0.1,0.1
58.32,1.48,0.1,0.1
56.24,1.3,0.09,0.1
56.99,1.18,0.09,0.11
57.13,1.11,0.09,0.12
57.45,0.87,0.08,0.12
55.37,0.85,0.08,0.13
55.36,0.85,0.08,0.13
57.7,0.78,0.08,0.11
57.63,0.78,0.08,0.11
57.58,0.78,0.08,0.11
57.53,0.78,0.08,0.11
57.49,0.78,0.08,0.11
54.18,0.83,0.07,0.13
65.38,1.2,0.1,0.06
69.96,1.86,0.12,0.03
63.76,1.95,0.13,0.08
63.49,2.08,0.13,0.08
63.43,2.07,0.13,0.08
63.38,2.07,0.13,0.08
63.33,2.06,0.13,0.08
63.27,2.06,0.13,0.08
61.11,2.13,0.13,0.1
61.06,2.12,0.13,0.1
61.01,2.11,0.13,0.1
60.96,2.1,0.13,0.1
60.92,2.06,0.13,0.1
60.89,1.99,0.13,0.1
60.85,1.91,0.13,0.1
60.81,1.84,0.12,0.1
60.77,1.76,0.12,0.1
33.82,0.0,0.23,0.28
33.75,0.0,0.23,0.29
33.69,0.0,0.23,0.29
54.24,0.0,0.13,0.12
54.29,0.0,0.13,0.13
51.78,0.0,0.23,0.19
51.85,0.0,0.23,0.19
51.97,0.0,0.24,0.19
52.08,0.0,0.25,0.19
52.18,0.0,0.25,0.19
52.28,0.0,0.26,0.19
52.32,0.0,0.26,0.2
52.38,0.0,0.27,0.2
52.43,0.0,0.27,0.2
52.49,0.0,0.28,0.2
52.54,0.0,0.28,0.2
52.59,0.0,0.29,0.21
52.66,0.0,0.29,0.21
51.94,0.0,0.31,0.21
52.0,0.0,0.32,0.21
52.07,0.0,0.32,0.21
52.18,0.0,0.33,0.21
52.28,0.0,0.33,0.21
52.42,0.0,0.33,0.21
52.56,0.0,0.33,0.21
52.68,0.0,0.33,0.21
52.83,0.0,0.33,0.21
15.85,0.0,0.03,0.27
15.8,0.0,0.03,0.27
15.75,0.0,0.03,0.27
14.26,0.0,0.03,0.28
14.19,0.0,0.03,0.28
14.13,0.02,0.03,0.28
58.06,1.47,0.1,0.1
58.09,1.49,0.1,0.1
58.1,1.5,0.1,0.1
58.13,1.51,0.1,0.1
56.11,1.33,0.09,0.1
56.98,1.14,0.09,0.12
57.33,0.9,0.08,0.12
57.31,0.9,0.08,0.12
55.3,0.88,0.08,0.13
55.28,0.89,0.08,0.13
57.52,0.82,0.08,0.11
57.48,0.82,0.08,0.11
57.44,0.82,0.08,0.11
57.4,0.82,0.08,0.11
61.13,1.13,0.09,0.1
69.32,1.77,0.12,0.03
63.7,1.99,0.13,0.08
63.43,2.11,0.13,0.08
63.37,2.11,0.13,0.08
63.32,2.11,0.13,0.08
63.26,2.11,0.13,0.08
63.21,2.1,0.13,0.08
63.16,2.1,0.13,0.08
63.11,2.04,0.13,0.08
63.07,1.97,0.13,0.08
63.04,1.9,0.13,0.08
60.84,2.13,0.13,0.1
60.8,2.09,0.13,0.1
60.77,2.01,0.13,0.1
60.73,1.93,0.13,0.1
60.7,1.86,0.12,0.1
60.65,1.79,0.12,0.1
60.61,1.72,0.12,0.1
60.57,1.64,0.12,0.1
33.59,0.0,0.23,0.29
54.07,0.0,0.13,0.13
54.7,0.0,0.14,0.14
51.59,0.0,0.23,0.19
51.68,0.0,0.24,0.19
51.78,0.0,0.24,0.19
51.89,0.0,0.25,0.19
51.97,0.0,0.25,0.2
52.03,0.0,0.26,0.2
52.08,0.0,0.26,0.2
52.13,0.0,0.27,0.2
52.18,0.0,0.27,0.2
52.24,0.0,0.28,0.2
52.3,0.0,0.28,0.21
52.35,0.0,0.29,0.21
52.4,0.0,0.29,0.21
51.7,0.0,0.31,0.21
51.8,0.0,0.32,0.22
51.9,0.0,0.32,0.21
52.02,0.0,0.33,0.21
52.13,0.0,0.33,0.21
52.27,0.0,0.33,0.21
52.41,0.0,0.33,0.21
52.54,0.0,0.33,0.21
52.7,0.0,0.33,0.21
15.73,0.0,0.03,0.27
15.68,0.0,0.03,0.27
14.31,0.0,0.03,0.28
14.24,0.0,0.03,0.28
58.62,1.6,0.1,0.1
58.64,1.62,0.1,0.1
57.85,1.49,0.1,0.1
57.87,1.51,0.1,0.11
57.9,1.52,0.1,0.11
57.91,1.53,0.1,0.11
57.93,1.54,0.1,0.11
57.68,1.58,0.1,0.1
56.42,1.37,0.09,0.11
57.22,0.93,0.08,0.12
55.24,0.92,0.08,0.13
55.22,0.92,0.08,0.13
55.19,0.92,0.08,0.13
57.4,0.85,0.08,0.11
57.36,0.85,0.08,0.11
57.32,0.85,0.08,0.11
64.48,0.98,0.09,0.07
69.54,1.92,0.12,0.03
63.57,2.02,0.13,0.08
63.3,2.15,0.13,0.08
63.25,2.14,0.13,0.08
63.2,2.14,0.13,0.08
63.14,2.14,0.13,0.08
63.09,2.14,0.13,0.08
63.03,2.13,0.13,0.08
62.99,2.07,0.13,0.08
62.96,2.0,0.13,0.08
62.92,1.94,0.13,0.08
62.88,1.87,0.13,0.08
62.84,1.8,0.13,0.08
60.65,2.04,0.13,0.1
60.62,1.96,0.13,0.1
60.58,1.88,0.12,0.1
60.54,1.81,0.12,0.1
60.49,1.74,0.12,0.1
60.45,1.67,0.12,0.1
60.41,1.6,0.12,0.1
60.36,1.53,0.12,0.1
51.34,0.0,0.23,0.19
51.42,0.0,0.23,0.19
51.5,0.0,0.24,0.19
51.6,0.0,0.24,0.2
51.67,0.0,0.25,0.2
51.72,0.0,0.25,0.2
51.78,0.0,0.26,0.2
51.83,0.0,0.26,0.2
51.88,0.0,0.27,0.2
51.94,0.0,0.27,0.21
51.99,0.0,0.28,0.21
52.04,0.0,0.29,0.21
52.1,0.0,0.29,0.21
52.16,0.0,0.3,0.21
51.53,0.0,0.32,0.22
51.63,0.0,0.32,0.22
51.74,0.0,0.32,0.21
51.85,0.0,0.33,0.21
51.98,0.0,0.33,0.21
52.12,0.0,0.33,0.21
52.26,0.0,0.33,0.21
52.4,0.0,0.33,0.21
52.56,0.0,0.33,0.21
15.66,0.0,0.03,0.27
15.57,0.0,0.03,0.27
14.29,0.0,0.03,0.28
14.22,0.03,0.03,0.28
14.15,0.07,0.03,0.28
58.45,1.63,0.1,0.1
57.64,1.51,0.1,0.11
