DDH;ESTE_X;NORTE_Y;COTA_Z;Fe;S;Cu;MET;Al;Sc;Ca;Y;Sr;Mg;Ba;K;Litologia;Lito_code
ODH-33;189375.515;8438741.037;3334.304;56.265;3.735;0.102255;0.0723;1.115;0.25;2.075;2;13.2;1.575;42;0.53;MG;5
ODH-33;189375.515;8438741.037;3331.304;54.675;3.435;0.13487;0.090035;1.3;0.25;1.88;3.2;15.1;1.775;65;0.68;MG;5
ODH-33;189375.515;8438741.037;3328.304;50.09;3.585;0.111445;0.08729;1.155;0.25;3.33;3.65;27.7;1.515;202;0.48;MG;5
ODH-33;189375.515;8438741.037;3325.304;54.755;2.095;0.06213;0.07391;1.475;0.25;1.775;3.5;15.45;2.375;77;0.955;MG;5
ODH-33;189375.515;8438741.037;3322.304;52.815;3.945;0.137065;0.0963925;1.718;0.25;1.218;2.875;13.875;2.708;61.25;1.17;MG;5
ODH-33;189375.515;8438741.037;3319.304;46.34;5.84;0.10447;0.082545;1.55;0.25;3.495;3.3;76.8;2.35;51.5;1.065;MG;5
ODH-33;189375.515;8438741.037;3316.504;30.15;7.043;0.1284642;0.128505;2.813;1.541;5.388;4.687;140.952;3.469;76.865;1.455;MG;5
ODH-33;189375.515;8438741.037;3313.704;34.825;6.125;0.11753;0.139665;2.33;1.6;4.89;3.4;98;3.605;64.5;1.675;MG;5
ODH-33;189375.515;8438741.037;3310.704;32.155;7.13;0.103975;0.116765;1.95;1.45;6.43;3.9;204.2;3.485;64;1.45;MG;5
ODH-33;189375.515;8438741.037;3307.704;45.58;6.5;0.129635;0.09764;1.455;0.25;3.955;3.8;79.85;2.195;47.5;0.91;MG;5
ODH-33;189375.515;8438741.037;3304.704;49.91;7.035;0.11039;0.069675;1.015;0.25;4.255;3.3;165.85;1.19;32.5;0.415;MG;5
ODH-33;189375.515;8438741.037;3302.454;50.77;6.3;0.13002;0.10046;1.27;0.25;3.29;3.8;72.7;1.69;41;0.62;MG;5
ODH-33;189375.515;8438741.037;3300.904;49.18;7.64;0.15115;0.10603;1.49;0.25;3.04;3.5;87.7;1.95;47;0.68;MG;5
ODH-33;189375.515;8438741.037;3299.284;49.2;6.29;0.1199;0.11544;1.37;0.25;3.57;3.7;68.6;1.56;40;0.55;MG;5
ODH-33;189375.515;8438741.037;3297.014;29.742;6.324;0.1481334;0.2432443;4.1;5.692;3.522;2.8;148.105;4.235;156.841;2.202;SK;6
ODH-33;189375.515;8438741.037;3294.534;37.159;6.567;0.1584234;0.2279333;3.455;4.723;2.803;2.992;106.235;3.354;141.403;1.624;SK;6
ODH-33;189375.515;8438741.037;3292.104;42.99;6.53;0.179535;0.17895;2.84;1.9;2.875;3;85.3;2.31;109;1.49;SK;6
ODH-33;189375.515;8438741.037;3289.854;30.66;4.79;0.12862;0.18806;4.24;4.4;3.72;7.5;165.7;2.89;161;2.13;SK;6
ODH-33;189375.515;8438741.037;3287.504;39.015;7.485;0.16271;0.16168;2.325;2.45;4.545;3.5;126.15;2.33;94.5;1.235;MG;5
ODH-33;189375.515;8438741.037;3285.254;39.24;7.43;0.11059;0.12338;1.67;1;5.74;5;166.3;2.27;71;0.84;MG;5
ODH-33;189375.515;8438741.037;3283.604;40.83;6.31;0.13613;0.12912;2.35;0.7;4.26;3.7;141.3;2.23;148;1.35;MG;5
ODH-33;189375.515;8438741.037;3281.754;30.06;8.78;0.12418;0.12712;2.11;1.9;7.73;4.2;229;2.76;74;1.02;MG;5
ODH-33;189375.515;8438741.037;3272.854;2.96;13.5;0.00996;0.05762;1.35;1.8;15;3.8;1519.3;1.82;41;0.59;MAR;4
ODH-33;189375.515;8438741.037;3260.529;21.52;11.4;0.13634;0.15384;2.69;3;9.86;7.1;501.2;3.35;86;1.39;SK;6
ODH-33;189375.515;8438741.037;3255.429;37.37;5.63;0.04505;0.12994;2.22;1.1;6.1;4.3;111.2;2.5;59;1.35;SK;6
ODH-33;189375.515;8438741.037;3253.654;36.56;7.25;0.08212;0.11268;1.75;0.5;7.19;3.8;143.1;2.65;49;1.19;SK;6
ODH-33;189375.515;8438741.037;3251.354;8.93;11.6;0.03245;0.14253;2.57;3.1;13.63;4.2;406.5;4.01;87;1.81;SK;6
ODH-33;189375.515;8438741.037;3249.354;32.85;4.77;0.10669;0.23359;3.97;6.5;5.28;5.9;169.6;3.26;136;1.72;MG;5
ODH-33;189375.515;8438741.037;3247.779;29.36;4.62;0.08946;0.32146;5.05;12;4.8;8.3;277.6;3.35;203;2.33;MG;5
ODH-33;189375.515;8438741.037;3246.229;45.36;3.19;0.18519;0.22838;3.29;6.1;1.84;4.3;137.6;2.19;130;1.75;MG;5
ODH-33;189375.515;8438741.037;3243.904;3.32;2.54;0.02001;0.20573;5.73;5.1;7.51;14.9;454.5;4.8;401;3.39;SK;6
ODH-33;189375.515;8438741.037;3240.704;4.26;10.95;0.012505;0.087315;1.775;3.6;14.22;5.1;1081.95;2.42;83;1.015;SK;6
ODH-33;189375.515;8438741.037;3237.504;2.2;3.84;0.00302;0.20419;5.05;8.5;8.17;15.9;425.3;3.35;497;4.2;SK;6
ODH-33;189375.515;8438741.037;3234.154;2.42;6.71;0.00404;0.16366;3.95;3.5;10.42;12.5;206.4;4.43;187;2.76;SK;6
ODH-33;189375.515;8438741.037;3231.404;12.965;2.972;0.0042125;0.196905;4.075;5.088;5.885;6.8;71.7;7.112;95.5;3.338;SK;6
ODH-34;189909.0382;8439269.593;3664.257738;50.82;0.1;0.06305;0.15966;2.49;4.4;0.29;3.9;34.7;0.84;124;0.81;SK;6
ODH-34;189911.4512;8439266.913;3660.651493;55.468;0.023;0.065118;0.1308932;1.956;3.052;0.242;5.731;25.073;0.576;80.068;0.47;SK;6
ODH-34;189913.1427;8439265.035;3658.123587;59.98;0.02;0.09625;0.09315;1.41;0.25;0.12;7;10.7;0.55;45;0.21;MG;5
ODH-34;189914.8933;8439263.09;3655.507292;47.36;0.02;0.15398;0.11727;3.38;0.25;0.22;3.9;30.3;1.36;114;0.61;MG;5
ODH-34;189916.4074;8439261.409;3653.24455;56.62;0.03;0.10082;0.08895;1.74;0.25;0.22;4.1;22.7;0.73;60;0.36;MG;5
ODH-34;189917.9451;8439259.701;3650.946453;40.34;0.67;0.14413;0.14558;3.78;2;0.54;6.4;42.1;1.69;110;0.85;MG;5
ODH-34;189919.1753;8439258.335;3649.107975;51.38;1.68;0.14493;0.12523;2.42;0.25;0.26;10.6;24.4;0.9;58;0.46;MG;5
ODH-34;189920.1453;8439257.257;3647.658406;51.4;1.9;0.18284;0.11135;2.03;0.25;0.49;9.6;24;0.96;114;0.47;MG;5
ODH-34;189921.3281;8439255.944;3645.890639;34.779;3.185;0.1345661;0.1597404;3.905;3.15;2.485;12.611;80.729;2.037;114.357;0.698;SK;6
ODH-34;189922.7003;8439254.42;3643.84003;49.39;4.315;0.17706;0.125285;2.57;1.1;0.965;4.9;36.55;1.61;69;0.44;MG;5
ODH-34;189924.1197;8439252.843;3641.718709;42.705;2.945;0.08606;0.116025;2.615;1.7;2.585;8.1;32.9;1.94;63;0.52;MG;5
ODH-34;189925.5392;8439251.267;3639.597389;39.925;1.81;0.0423;0.121855;2.18;1.35;3.85;9.95;29.25;1.915;63.5;0.605;MG;5
ODH-34;189926.9586;8439249.69;3637.476069;39.685;2.37;0.09627;0.118085;2.57;1.4;4.265;8.45;42.6;1.575;87;0.575;MG;5
ODH-34;189928.378;8439248.114;3635.354748;45.29;4.1;0.162205;0.113515;2.2;1.475;2.165;6.85;38.15;1.81;92;0.53;MG;5
ODH-34;189929.7975;8439246.538;3633.233428;45.715;4.077;0.0988475;0.1076775;1.9;0.25;2.828;7.275;29.55;1.825;75.25;0.615;MG;5
ODH-34;189931.2169;8439244.961;3631.112108;42.405;4.1;0.139005;0.084065;1.565;0.25;3.705;8.3;37.7;1.75;54.5;0.405;MG;5
ODH-34;189932.6364;8439243.385;3628.990787;45.415;4.96;0.118875;0.10004;1.73;0.25;2.36;6.8;29.4;2.125;57;0.585;MG;5
ODH-34;189934.0558;8439241.808;3626.869467;40.75;3.275;0.075145;0.111855;1.795;0.575;3.775;9.1;31.45;2.3;41.5;0.55;MG;5
ODH-34;189935.4752;8439240.232;3624.748147;43.33;3.84;0.06735;0.11745;2.14;0.475;1.785;6.05;34.6;2.915;71;0.75;MG;5
ODH-34;189936.8947;8439238.655;3622.626826;47.04;4.34;0.13538;0.097885;1.775;0.25;1.755;5.65;27.65;2.2;45;0.475;MG;5
ODH-34;189938.1367;8439237.276;3620.770671;49.01;3.24;0.08319;0.10612;2.16;0.25;1.73;4.1;32.6;1.72;48;0.38;MG;5
ODH-34;189939.2722;8439236.015;3619.073615;11.93;1.78;0.12841;0.1597;5.62;4.7;4.98;14.8;138.3;3.17;147;0.61;MG;5
ODH-34;189940.2777;8439234.898;3617.571013;52.46;4.49;0.22965;0.08721;1.52;0.25;1.44;3.7;20.5;1.44;34;0.26;MG;5
ODH-34;189941.3896;8439233.663;3615.909312;45.125;3.385;0.111645;0.10515;2.105;0.625;2.555;6.95;50.75;2.03;56.5;0.475;MG;5
ODH-34;189942.809;8439232.087;3613.787991;51.53;3.79;0.152145;0.103215;2.32;0.25;0.515;4.45;27.3;1.925;61;0.515;MG;5
ODH-34;189943.8736;8439230.904;3612.197001;57.075;4.46;0.200175;0.079445;1.62;0.25;0.225;3.3;15.65;1.46;29.5;0.18;MG;5
ODH-34;189944.8317;8439229.84;3610.76511;54.76;4.01;0.10284;0.08909;1.67;0.25;0.81;4.3;21.3;1.65;42;0.22;MG;5
ODH-35;189907.5655;8439271.507;3663.747514;62.54;0.005;0.0428;0.08843;1.16;0.25;0.09;7.4;10.3;0.28;38;0.12;MG;5
ODH-35;189905.7588;8439273.514;3659.070976;32.24;0.04;0.06618;0.23308;4.41;5.5;1.99;9.8;102.6;2.3;143;0.95;SK;6
ODH-35;189904.4373;8439274.982;3655.650176;16.58;0.09;0.05209;0.3658;6.87;11.7;3.29;14.2;216.4;2.74;331;1.53;SK;6
ODH-35;189903.5005;8439276.022;3653.225305;53.48;1.77;0.1115;0.14638;1.39;0.25;2.97;7;29.3;1.42;80;0.64;MG;5
ODH-35;189902.5972;8439277.025;3650.887036;20.15;1.08;0.09291;0.33445;5.74;10.5;4.11;12.7;149.7;4.19;292;3.21;SK;6
ODH-35;189901.4764;8439278.27;3647.985851;64.895;0.095;0.03531;0.040815;0.7;0.25;0.2;5.15;17.75;0.24;34;0.12;MG;5
ODH-35;189900.4727;8439279.385;3645.387775;66.695;0.095;0.016925;0.028625;0.675;0.25;0.155;4.3;16;0.155;40;0.1;MG;5
ODH-35;189899.469;8439280.499;3642.789699;64.405;0.3;0.029805;0.03973;0.665;0.25;0.15;4.35;11.55;0.14;45;0.115;MG;5
ODH-35;189898.4653;8439281.614;3640.191623;57.875;0.475;0.05904;0.059855;1.105;0.25;0.235;5.85;23.55;0.59;71.5;0.44;MG;5
ODH-35;189897.4616;8439282.729;3637.593546;58.59;0.64;0.05589;0.071255;1.05;0.25;0.305;9.45;26.25;0.57;56.5;0.47;MG;5
ODH-35;189896.4579;8439283.844;3634.99547;60.955;0.61;0.05972;0.053885;1.23;0.25;0.22;7.45;15.4;0.62;46.5;0.425;MG;5
ODH-35;189895.7051;8439284.68;3633.046913;60.55;2.15;0.101285;0.090975;1.425;0.25;0.22;6.55;17.1;1.03;61.5;0.585;MG;5
ODH-35;189895.1113;8439285.339;3631.509718;61.6;2.52;0.1476;0.08364;1.31;0.25;0.24;7.1;15.7;0.97;78;0.5;MG;5
ODH-35;189894.5091;8439286.008;3629.950872;56.13;3.04;0.08982;0.14751;1.55;0.25;0.37;7.2;18.1;1.99;85;0.96;MG;5
ODH-35;189893.7479;8439286.853;3627.980664;56.82;3.455;0.092795;0.1263;1.4;0.25;0.38;5.9;15.5;1.6;109;0.72;MG;5
ODH-35;189892.7442;8439287.968;3625.382588;42.995;2.53;0.04808;0.127785;2.375;0.775;2.245;8.15;48.7;2.305;121;1.395;MG;5
ODH-35;189891.7405;8439289.083;3622.784512;47.66;3.62;0.11724;0.12754;2.235;0.25;0.76;6.55;22.15;3.13;87;1.62;MG;5
ODH-35;189890.7368;8439290.197;3620.186436;55.38;3.75;0.122985;0.080255;1.57;0.525;0.57;5.75;15.5;1.775;120.5;0.775;MG;5
ODH-35;189889.7331;8439291.312;3617.58836;53.715;3.86;0.1304;0.08481;1.53;0.25;1.5;4.6;22.05;1.795;149;0.8;MG;5
ODH-35;189888.9804;8439292.148;3615.639802;50.21;5.32;0.13439;0.08585;1.49;0.25;2.27;5.3;25;1.79;99;0.81;MG;5
ODH-35;189888.4451;8439292.743;3614.254162;37.14;3.59;0.10969;0.13405;3.11;1.9;3.5;7.8;99.5;2.95;275;2.23;MG;5
ODH-35;189887.9098;8439293.337;3612.868521;57.21;3.38;0.12689;0.07345;1.02;0.25;2.56;4.1;17;0.97;38;0.2;MG;5
ODH-35;189887.4079;8439293.895;3611.569483;57.66;3.75;0.05882;0.08088;1.07;0.25;1.95;6.6;21.6;0.77;255;0.14;MG;5
ODH-35;189886.6551;8439294.731;3609.620926;60.28;3.545;0.09445;0.056235;1.03;0.25;0.89;4.35;16.95;0.63;261;0.135;MG;5
ODH-35;189885.6849;8439295.808;3607.109452;62.165;3.934;0.1090952;0.0515568;1.063;0.25;1.254;4.493;21.53;0.84;250.857;0.198;MG;5
ODH-35;189884.7147;8439296.886;3604.597979;56.06;3.53;0.09616;0.09159;1.56;0.25;2.395;7.05;24.3;1.54;95.5;0.41;MG;5
ODH-35;189883.9619;8439297.722;3602.649421;52.92;2.52;0.07607;0.10627;1.21;0.25;4.32;8.3;26.4;1.07;49;0.3;MG;5
ODH-35;189883.3764;8439298.372;3601.133877;54.29;4.31;0.08146;0.08884;1.16;0.25;3.67;7.1;24.8;1.09;50;0.3;MG;5
ODH-35;189882.5985;8439299.236;3599.120368;36.428;3.649;0.0749308;0.2204849;3.775;4.509;4.992;10.615;150.383;2.234;157.491;0.931;SK;6
ODH-35;189881.8876;8439300.026;3597.280064;53.03;4.34;0.10096;0.11571;1.29;0.25;3.81;9;29.2;1.31;54;0.38;MG;5
ODH-35;189881.3272;8439300.648;3595.829471;43.7;2.94;0.09923;0.18067;2.94;1.5;3.26;10.1;42.5;3.14;96;1.13;MG;5
ODH-35;189880.7417;8439301.298;3594.313927;51.82;3.48;0.11387;0.14088;2.06;0.25;3.14;8.7;52.5;1.79;167;0.74;MG;5
ODH-35;189879.9471;8439302.181;3592.257117;9.76;1.07;0.02843;0.35841;7.06;11.4;6.11;14.9;310;4.74;238;2.29;SK;6
ODH-36;189944.906;8439237.978;3644.565;47.64;0.11;0.0933;0.21859;3.03;4.5;0.48;5.1;51;1.18;159;1.06;SL;7
ODH-36;189944.906;8439237.978;3642.49;57.6;0.21;0.01846;0.06902;1.14;0.25;0.42;1.9;40.3;0.34;91;0.34;MG;5
ODH-36;189944.906;8439237.978;3640.14;29.18;0.13;0.05501;0.20151;5.82;5.4;1.06;4.5;111.6;1.36;253;1.18;SK;6
ODH-36;189944.906;8439237.978;3637.155;53.72;1.45;0.09327;0.11612;2.39;0.25;0.55;5.8;24.3;0.94;79;0.38;MG;5
ODH-36;189944.906;8439237.978;3635.295;53.38;4.29;0.09378;0.09778;1.45;0.25;0.99;9;19.7;1.29;50;0.47;MG;5
ODH-36;189944.906;8439237.978;3633.155;49.973;2.999;0.1377354;0.1800229;2.039;1.955;1.243;15.366;36.752;1.493;83.18;0.734;MG;5
ODH-36;189944.906;8439237.978;3630.515;43.712;2.411;0.0746294;0.20144;2.506;4.255;1.833;10.247;49.774;2.036;133.602;0.767;MG;5
ODH-36;189944.906;8439237.978;3628.54;52.18;3.91;0.13631;0.16652;1.91;0.25;0.81;5.4;37.5;1.5;146;0.66;MG;5
ODH-36;189944.906;8439237.978;3626.29;15.23;3;0.08627;0.19408;4.95;5.9;5.76;12.6;101.6;3.82;296;0.88;SK;6
ODH-36;189944.906;8439237.978;3623.3;4.29;2.08;0.06774;0.20864;5.88;6.9;7.3;16;91.2;3.95;269;1.53;SK;6
ODH-36;189944.906;8439237.978;3620.785;40.39;4.27;0.10465;0.16894;2.64;2;3.99;7.9;57;2.01;114;0.98;MG;5
ODH-36;189944.906;8439237.978;3618.35;29.802;3.318;0.0812577;0.1813305;3.24;3.786;5.136;9.477;77.882;2.287;104.91;1.161;SK;6
ODH-36;189944.906;8439237.978;3615.475;51.045;4.473;0.0851151;0.0999642;1.16;0.25;3.885;7.494;23.842;1.209;71.94;0.417;MG;5
ODH-36;189944.906;8439237.978;3613.125;12.37;6.74;0.01722;0.40892;6.7;19.4;4.41;16.1;245.6;3.15;175;2.49;SK;6
ODH-36;189944.906;8439237.978;3610.84;11.459;2.266;0.027643;0.3624381;6.271;15.868;5.803;14.186;241.926;3.787;243.263;2.56;SK;6
ODH-36;189944.906;8439237.978;3607.94;8.7;5.81;0.04033;0.2588;4.86;7.5;7.49;11.9;202.8;5.73;245;2.82;SK;6
ODH-36;189944.906;8439237.978;3604.45;6.16;0.14;0.01671;0.52988;7.92;21;5.66;15.2;682.2;3.82;263;1.87;SK;6
ODH-36;189944.906;8439237.978;3601;10.86;0.322;0.0583934;0.3598983;6.888;11.049;6.265;13.798;471.871;2.754;208.854;1.256;SK;6
ODH-37;189944.9114;8439238.38;3644.280944;42.77;0.04;0.10916;0.25564;3.98;6.6;0.53;8.4;57.7;1.41;193;1.2;SK;6
ODH-37;189943.2199;8439240.259;3641.753037;32.703;2.818;0.2091375;0.2723554;4.91;5.26;0.887;7.945;160.999;3.388;207.06;1.707;SK;6
ODH-37;189941.7769;8439241.861;3639.596361;41.31;0.55;0.07533;0.19413;3.38;5.5;0.56;3.6;72.7;1.42;204;1.34;MG;5
ODH-37;189940.18;8439243.635;3637.209876;52.47;0.255;0.082545;0.110195;2.64;1.575;0.39;3.65;35.1;0.715;135;0.495;MG;5
ODH-37;189938.7605;8439245.211;3635.088556;55.76;2.695;0.11139;0.09611;1.95;0.25;0.36;4.8;30.95;0.78;106;0.4;MG;5
ODH-37;189937.696;8439246.394;3633.497565;45.94;5.39;0.10234;0.17821;2.56;1.1;0.48;6.5;49.7;1.97;130;1.27;MG;5
ODH-37;189936.9389;8439247.235;3632.366194;43.17;5.79;0.10549;0.20356;2.84;2.9;1.69;8.2;126.2;1.61;148;0.83;MG;5
ODH-37;189935.3775;8439248.969;3630.032742;7.24;1.19;0.0108;0.60156;9.42;22.2;5.02;15.8;485.6;2.53;224;1.39;SK;6
ODH-37;189933.0828;8439251.517;3626.603274;5.83;1.19;0.00669;0.47442;7.63;15.5;5.7;15.4;382.6;3.31;181;1.84;SK;6
ODH-38;189945.8894;8439238.903;3645.053023;41.67;0.05;0.08396;0.29777;4.02;7.6;0.45;4.1;37.3;1.84;177;1.44;MG;5
ODH-38;189946.6883;8439239.622;3643.191068;41.75;0.02;0.14159;0.2662;3.99;5.8;0.57;6.8;40;1.99;136;1.21;MG;5
ODH-38;189947.4965;8439240.35;3641.307463;30.39;0.02;0.07648;0.28954;5.03;6.9;2.41;15.3;93.2;2.51;189;1.05;MG;5
ODH-38;189948.1932;8439240.977;3639.683665;53.7;0.07;0.04594;0.14983;1.92;0.6;0.6;5.8;35.6;0.86;124;0.51;MG;5
ODH-38;189948.7877;8439241.512;3638.298025;13.01;0.01;0.05817;0.38886;7.93;12.2;1.42;3.8;87.5;4.93;232;2.92;SK;6
ODH-38;189949.6516;8439242.29;3636.284515;59.58;0.65;0.062775;0.089955;1.415;0.25;0.36;6.25;17.4;0.735;63.5;0.395;MG;5
ODH-38;189950.7663;8439243.294;3633.686439;59.92;3.3;0.16519;0.10324;1.615;0.25;0.225;6.7;11.2;0.75;48;0.37;MG;5
ODH-38;189951.881;8439244.298;3631.088363;58.475;4.445;0.3743425;0.1655775;1.322;0.25;0.26;7.35;12.6;0.488;41;0.195;MG;5
ODH-38;189952.9958;8439245.301;3628.490287;52.53;2.815;0.339825;0.192345;2.17;0.425;0.44;14.45;28.9;1.405;101.5;0.835;MG;5
ODH-38;189954.1105;8439246.305;3625.892211;58.01;3.16;0.12084;0.135885;1.49;0.25;0.48;6.6;21.8;1.325;73;0.465;MG;5
ODH-38;189955.2252;8439247.309;3623.294134;60.11;3.595;0.12774;0.11757;1.49;0.25;0.57;5.95;24.15;1.17;54.5;0.35;MG;5
ODH-38;189956.3399;8439248.312;3620.696058;60.45;4.295;0.136455;0.114345;1.335;0.25;0.54;5.35;23;1.015;53;0.295;MG;5
ODH-38;189957.176;8439249.065;3618.747501;61.68;4.05;0.10274;0.10385;1.38;0.25;0.53;5.6;21.9;0.95;54;0.31;MG;5
ODH-38;189958.012;8439249.818;3616.798944;45.075;6.805;0.14381;0.164885;1.64;1.975;3.115;14.25;37.3;1.86;49;0.73;MG;5
ODH-38;189958.8852;8439250.604;3614.763784;44.92;2.79;0.07639;0.18405;1.73;2;3.71;15.5;39.5;1.94;65;0.79;MG;5
ODH-38;189959.5354;8439251.19;3613.24824;18.97;2.41;0.06472;0.2633;4.24;6.5;7.4;16.2;134.6;3.88;158;1.63;SK;6
ODH-38;189960.4272;8439251.993;3611.169779;5.75;1.37;0.0354;0.35184;7.34;10.6;4.75;14.7;315.9;4.4;255;2.61;SK;6
ODH-38;189961.5419;8439252.996;3608.571703;5.79;0.99;0.02561;0.30517;6.49;11.2;5.51;15.3;255.2;4.31;210;2.65;SK;6
ODH-38;189962.6566;8439254;3605.973626;11.19;4.68;0.13972;0.30153;6.37;9.5;5.48;18.4;261.8;3.96;174;2.25;SK;6
ODH-38;189963.7714;8439255.004;3603.37555;11.35;2.28;0.04734;0.26092;5.16;9.2;6.27;13;133.9;5.49;132;2.76;SK;6
ODH-38;189964.8861;8439256.007;3600.777474;8.92;1.235;0.0998;0.33364;6.58;11.45;5.02;14.45;216.25;4.73;292;3.085;SK;6
ODH-38;189966.0008;8439257.011;3598.179398;5.22;1.41;0.0756;0.3959;8.35;14.2;3.95;17.5;486.7;2.82;593;3.35;SK;6
ODH-38;189967.1155;8439258.015;3595.581321;10.49;2.44;0.37174;0.32463;6.15;10.6;6.87;11.1;193.6;3.11;131;2.02;SK;6
ODH-38;189968.2302;8439259.018;3592.983245;5.59;1.77;0.04252;0.51919;8.48;24.7;5.47;18.2;279.8;2.01;224;2.35;SK;6
ODH-38;189969.1592;8439259.855;3590.818182;8.26;0.9;0.03751;0.40701;7.04;17.7;5.15;17.2;317.1;4.59;234;2.68;SK;6
ODH-39;189876.272;8439233.13;3685.572;41.18;0.02;0.03919;0.27428;4.5;5.8;0.86;9.7;123.9;1.73;209;1.09;SL;7
ODH-39;189876.272;8439233.13;3683.672;31;0.02;0.06302;0.38488;6.11;8.9;1.01;13.1;157.1;2.26;287;1.58;SL;7
ODH-39;189876.272;8439233.13;3681.747;41.76;0.06;0.049;0.27074;4.33;5.3;0.88;8.9;118.5;1.73;218;1.1;SL;7
ODH-39;189876.272;8439233.13;3678.647;13.07;0.02;0.03061;0.36973;9.24;13.7;1.63;14.5;280.3;2.65;407;2.47;INT;3
ODH-39;189876.272;8439233.13;3674.397;10.17;0.02;0.02321;0.57946;10.05;21.6;2.6;14.5;304.4;3.52;385;2.7;INT;3
ODH-39;189876.272;8439233.13;3670.147;6.35;0.01;0.00739;0.6469;10.95;23.5;5.1;16.3;473;3.07;389;1.46;INT;3
ODH-39;189876.272;8439233.13;3665.772;7.95;0.02;0.01205;0.54191;11.89;21.8;4.08;8.6;413.1;3.4;417;2.71;INT;3
ODH-39;189876.272;8439233.13;3661.472;8.28;0.05;0.00696;0.63923;10.08;27.5;4.45;13.1;430.4;3.61;327;1.94;INT;3
ODH-39;189876.272;8439233.13;3657.922;34.24;1.8;0.061995;0.380635;4.93;14.725;2.18;6.5;116.3;3.415;159.5;1.605;SK;6
ODH-39;189876.272;8439233.13;3654.922;51.665;3.705;0.07345;0.12833;1.975;0.25;1.435;3.3;21.6;1.725;45;0.6;MG;5
ODH-39;189876.272;8439233.13;3651.922;58.445;4.135;0.133315;0.108755;1.27;0.375;1.805;2.7;16.55;1.005;36.5;0.395;MG;5
ODH-39;189876.272;8439233.13;3649.072;42.268;2.177;0.0667339;0.1471533;2.877;2.261;3.896;6.289;73.522;1.913;162.944;1.131;MG;5
ODH-39;189876.272;8439233.13;3646.872;41.155;2.611;0.0634094;0.1669124;2.445;2.294;4.879;8.012;83.641;1.762;89.765;0.901;MG;5
ODH-39;189876.272;8439233.13;3644.522;56.59;4.415;0.237975;0.08531;1.18;0.25;1.68;2.8;20.65;1.105;64.5;0.595;MG;5
ODH-39;189876.272;8439233.13;3641.572;54.075;2.866;0.1250469;0.1110069;1.606;0.371;2.597;3.652;36.245;1.496;53.172;0.838;MG;5
ODH-39;189876.272;8439233.13;3639.022;37.693;2.383;0.0716064;0.1841575;2.904;3.568;4.125;5.77;65.564;3.016;113.75;1.87;MG;5
ODH-39;189876.272;8439233.13;3637.322;52.99;5.6;0.17912;0.11727;1;0.9;3.79;3.8;29.3;0.9;34;0.43;MG;5
ODH-39;189876.272;8439233.13;3635.647;7.43;0.21;0.01053;0.30717;6.62;9.9;6.76;11.5;220.8;5.17;239;3.06;SK;6
ODH-39;189876.272;8439233.13;3633.147;25.959;2.294;0.0781553;0.2353111;4.212;6.032;5.784;7.768;149.953;2.692;90.368;1.597;SK;6
ODH-39;189876.272;8439233.13;3629.222;6.02;0.77;0.0303;0.31225;6.4;9.5;6.62;10.2;180;4.41;191;3.12;SK;6
ODH-39;189876.272;8439233.13;3624.222;5.79;0.29;0.01353;0.30844;6.92;10.7;5.5;12.8;257.8;4.58;270;3.3;SK;6
ODH-39;189876.272;8439233.13;3619.197;7.05;0.33;0.01626;0.5276;9.19;28.5;6.92;16.3;646;3.47;304;1.61;SK;6
ODH-39;189876.272;8439233.13;3616.222;21.53;0.49;0.00291;0.33486;5.01;8.3;6.53;13.9;183.9;3.59;172;1.07;MG;5
ODH-39;189876.272;8439233.13;3613.647;7.18;0.51;0.02111;0.54956;9.16;27.1;7.41;16.7;625.8;3.54;348;1.5;SK;6
ODH-39;189876.272;8439233.13;3609.397;11.155;1.295;0.05569;0.37247;6.75;14.15;5.815;11.25;285.6;4.795;339.5;2.82;SK;6
ODH-39;189876.272;8439233.13;3605.147;7.49;0.22;0.01063;0.31365;6.74;9.6;4.57;10.8;233.4;6.01;274;2.98;SK;6
ODH-39;189876.272;8439233.13;3601.522;54.83;4.105;0.084765;0.109325;1.575;0.375;1.725;3.65;31.05;1.175;71.5;0.53;MG;5
ODH-39;189876.272;8439233.13;3598.522;58.44;3.44;0.087115;0.09838;1.105;0.25;1.7;3.25;17.1;0.925;39.5;0.255;MG;5
ODH-39;189876.272;8439233.13;3595.522;58.955;2.12;0.02751;0.088895;1.07;0.25;2.06;4.05;20.65;0.945;40;0.24;MG;5
ODH-39;189876.272;8439233.13;3592.522;57.645;3.355;0.08063;0.070945;0.955;0.25;1.44;3.65;17.2;0.795;40;0.225;MG;5
ODH-39;189876.272;8439233.13;3589.522;59.605;3.44;0.08118;0.07444;1.17;0.25;1.81;4.6;22.3;1.13;47.5;0.375;MG;5
ODH-39;189876.272;8439233.13;3586.522;58.38;3.475;0.06233;0.132025;1.06;0.25;2.74;5.4;26.2;1.055;45.5;0.305;MG;5
ODH-39;189876.272;8439233.13;3583.522;54.28;9.71;0.05545;0.20899;0.74;0.25;3.77;5.1;25.3;0.855;43;0.195;MG;5
ODH-39;189876.272;8439233.13;3580.522;60.155;4.18;0.07962;0.07674;0.975;0.425;2.24;5.05;19.15;0.745;81.5;0.185;MG;5
ODH-39;189876.272;8439233.13;3577.522;39.052;8.715;0.0525425;0.149965;1.74;2.175;5.898;8.875;58.7;2.057;96;0.595;MG;5
