DDH;ESTE_X;NORTE_Y;COTA_Z;Fe;S;Cu;MET;Al;Sc;Ca;Y;Sr;Mg;Ba;K;Litologia;Lito_code
ODH-107;189512.857;8438821.863;3401.335;49.468;3.214;0.0711468;0.1171732;1.588;0.866;2.506;5.389;39.193;2.088;50.643;1.006;MG;5
ODH-107;189512.857;8438821.863;3398.585;4.45;0.34;0.0014;0.20218;4.32;7.6;4.86;13.8;192;7.28;197;2.42;SK;6
ODH-108;189860.6465;8438933.707;3729.291984;62.05;0.02;0.0399;0.07573;1.07;0.25;0.21;4;12.8;0.33;43;0.14;MG;5
ODH-108;189859.2277;8438932.429;3727.382796;10.78;0.01;0.03682;0.34701;6.44;7.8;0.71;15.6;76.7;4.79;179;1.9;SK;6
ODH-108;189857.8352;8438931.175;3725.508963;44.615;0.06;0.10176;0.09363;1.27;0.475;5.275;7.6;23.7;0.515;52.5;0.27;MG;5
ODH-108;189856.2587;8438929.756;3723.387643;63.115;0.055;0.028585;0.05479;0.735;0.25;0.3;3.8;12.75;0.265;74;0.095;MG;5
ODH-108;189854.6823;8438928.336;3721.266323;61.46;0.125;0.039385;0.070395;0.775;0.25;0.325;4.7;16.35;0.3;41.5;0.145;MG;5
ODH-108;189853.1058;8438926.917;3719.145002;58.84;0.125;0.0573775;0.085965;0.967;0.25;0.425;5.625;20.925;0.612;50.75;0.257;MG;5
ODH-108;189851.5294;8438925.498;3717.023682;62.26;0.095;0.05437;0.069905;0.8;0.25;0.38;4.2;16.25;0.34;89;0.115;MG;5
ODH-108;189849.9529;8438924.078;3714.902361;62.3;0.055;0.177495;0.087385;1.135;0.25;0.39;6.2;17.1;0.335;225.5;0.095;MG;5
ODH-108;189848.3765;8438922.659;3712.781041;64.775;0.055;0.059515;0.05289;0.825;0.25;0.41;4.65;17.3;0.33;77;0.095;MG;5
ODH-108;189846.8;8438921.239;3710.659721;64.92;0.095;0.026205;0.04014;0.66;0.25;0.295;2.8;11.05;0.25;41;0.09;MG;5
ODH-108;189845.2236;8438919.82;3708.5384;63.255;0.1;0.021915;0.04352;0.535;0.25;0.265;3.4;10.7;0.265;32.5;0.075;MG;5
ODH-108;189843.6471;8438918.4;3706.41708;61.42;0.105;0.026765;0.069235;0.645;0.25;0.3;3.2;12.7;0.285;43;0.085;MG;5
ODH-108;189842.0707;8438916.981;3704.29576;63.16;0.11;0.036035;0.05906;0.71;0.25;0.36;4.7;15.6;0.275;70;0.1;MG;5
ODH-108;189840.4942;8438915.561;3702.174439;51.99;0.055;0.07219;0.14866;2.49;0.525;0.205;5.4;10.1;1.15;36.5;0.52;MG;5
ODH-108;189838.9178;8438914.142;3700.053119;59.865;0.075;0.039465;0.0811625;1.248;0.25;0.458;4.4;23.775;0.423;105.5;0.315;MG;5
ODH-108;189837.3413;8438912.723;3697.931799;60.065;0.145;0.038565;0.07523;1.445;0.25;0.36;3.9;18.55;0.37;75;0.205;MG;5
ODH-108;189835.7649;8438911.303;3695.810478;53.635;0.23;0.049805;0.10314;2.83;0.625;0.32;4.3;24.85;0.625;77;0.425;MG;5
ODH-108;189834.1884;8438909.884;3693.689158;62.025;0.27;0.03324;0.080345;0.9;0.25;0.305;6;15.85;0.315;49.5;0.245;MG;5
ODH-108;189832.612;8438908.464;3691.567838;56.835;0.97;0.094075;0.10889;1.64;0.475;0.235;4.5;14.05;0.55;61;0.38;MG;5
ODH-108;189831.0355;8438907.045;3689.446517;54.43;2.355;0.156435;0.119355;2.405;0.25;0.445;5.3;22.1;1.3;86;0.685;MG;5
ODH-108;189829.4591;8438905.625;3687.325197;52.97;2.535;0.14491;0.13454;2.74;0.775;0.43;5.7;23.95;1.495;115;0.765;MG;5
ODH-108;189828.2768;8438904.561;3685.734207;62.66;3.49;0.02095;0.09602;1.09;0.25;0.48;7;20.9;0.65;78;0.19;MG;5
ODH-108;189827.4885;8438903.851;3684.673547;51.45;3.31;0.06065;0.19565;1.97;0.25;0.58;5.3;25.9;2.01;80;0.98;MG;5
ODH-108;189826.3062;8438902.786;3683.082556;58.405;4.095;0.086045;0.12247;1.175;0.25;0.545;6.3;19.3;1.055;64.5;0.385;MG;5
ODH-108;189824.7298;8438901.367;3680.961236;56.085;5.185;0.045935;0.11856;1.045;0.25;0.62;4.7;12.45;1.1;37.5;0.275;MG;5
ODH-108;189823.1533;8438899.948;3678.839916;50.1;4.093;0.084965;0.17424;1.922;0.625;0.528;5.9;14.575;1.943;68.5;0.83;MG;5
ODH-108;189821.971;8438898.883;3677.248925;51.75;3.23;0.12544;0.17837;1.46;0.25;0.9;4.5;19.4;1.39;34;0.36;MG;5
ODH-108;189821.1565;8438898.15;3676.15291;36.79;6.36;0.07323;0.10433;1.18;0.25;10.11;5.6;155.6;0.9;29;0.28;MG;5
ODH-108;189819.9479;8438897.061;3674.526564;11.32;1.93;0.01195;0.13504;2.67;3.4;15;7.1;165.2;2.23;39;0.96;MAR;4
ODH-109;189619.7357;8438583.846;3508.553495;49.34;2.79;0.073975;0.126805;1.89;0.25;2.42;12.8;88.75;2.375;336;0.68;MG;5
ODH-11;189843.074;8439057.431;3744.618;59.16;0.03;0.05158;0.13263;2.03;0.25;0.38;5.2;27.9;1.05;91;0.41;MG;5
ODH-11;189843.074;8439057.431;3741.868;52.155;0.04;0.08232;0.154175;2.96;1.525;0.405;5.8;25.8;2.18;96;0.675;MG;5
ODH-11;189843.074;8439057.431;3738.868;60.81;0.045;0.04321;0.10828;1.71;0.575;0.185;3;13.65;1.11;58;0.385;MG;5
ODH-11;189843.074;8439057.431;3735.868;60.215;0.028;0.02686;0.1095275;1.725;0.425;0.278;4.05;17.675;1.15;63.75;0.33;MG;5
ODH-11;189843.074;8439057.431;3732.868;61.61;0.005;0.012645;0.075615;1.61;0.25;0.335;3.55;12.35;1.03;28.5;0.185;MG;5
ODH-11;189843.074;8439057.431;3729.868;63.95;0.005;0.00361;0.07453;1.185;0.25;0.37;4.85;10.3;0.63;27;0.125;MG;5
ODH-11;189843.074;8439057.431;3726.868;61.755;0.008;0.0074;0.07966;1.695;0.25;0.29;4.05;10.2;0.96;28;0.185;MG;5
ODH-11;189843.074;8439057.431;3723.868;58.985;0.008;0.010135;0.09317;1.705;0.25;1.19;4.65;11.15;1;25;0.205;MG;5
ODH-11;189843.074;8439057.431;3720.868;39.44;0.01;0.00996;0.17007;3.825;3.15;2.22;8.05;60.35;2.68;81.5;0.845;MG;5
ODH-11;189843.074;8439057.431;3717.868;42.18;0.01;0.014075;0.221045;4.12;3.05;1.14;3.95;16.6;3;54.5;0.89;MG;5
ODH-11;189843.074;8439057.431;3714.868;46.44;0.012;0.00681;0.175265;3.625;2.3;0.55;4.55;17.2;1.585;74;0.85;SK;6
ODH-11;189843.074;8439057.431;3712.618;54.75;0.005;0.00152;0.12404;2.35;0.8;0.37;5.9;14.5;0.94;34;0.54;SK;6
ODH-11;189843.074;8439057.431;3710.043;17.6;0.03;0.00409;0.14575;2.82;3.2;15;7.9;550.4;1.1;131;1.12;SK;6
ODH-11;189843.074;8439057.431;3706.393;6.49;0.73;0.00346;0.1164;2.33;2.5;15;5.2;622.1;1.25;99;1.17;SK;6
ODH-11;189843.074;8439057.431;3703.493;20.085;13.75;0.019355;0.14695;3.52;3.25;11.485;12;190.85;1.67;110.5;0.925;MG;5
ODH-11;189843.074;8439057.431;3700.918;50.83;9.405;0.055145;0.098815;1.36;0.25;3.44;4.05;38.6;0.805;23.5;0.26;MG;5
ODH-11;189843.074;8439057.431;3697.918;45.055;20.05;0.088435;0.08886;1.085;0.25;3.02;3.1;21.65;0.555;19.5;0.24;MG;5
ODH-11;189843.074;8439057.431;3694.918;54.485;12.405;0.13985;0.07795;0.95;0.25;2.175;3.3;20.35;0.615;28.5;0.16;MG;5
ODH-11;189843.074;8439057.431;3691.918;49.22;7.165;0.10403;0.089265;1.485;0.25;3.905;4.35;36.55;0.93;23;0.26;MG;5
ODH-11;189843.074;8439057.431;3688.943;31.639;21.505;0.0896631;0.0940273;1.222;0.25;9.2;3.356;146.997;0.556;45.034;0.415;MG;5
ODH-11;189843.074;8439057.431;3685.968;33.31;10.865;0.06043;0.08007;1.18;0.625;11.645;4.65;79.75;0.95;35.5;0.445;MG;5
ODH-11;189843.074;8439057.431;3683.718;27.97;18.5;0.0485;0.08392;1.12;0.25;11.09;3.6;60.3;0.96;30;0.5;MG;5
ODH-11;189843.074;8439057.431;3682.218;48.3;3.69;0.05441;0.07269;1.19;0.25;5.53;4.4;35.7;1.24;30;0.44;MG;5
ODH-11;189843.074;8439057.431;3679.968;48.695;6.63;0.076205;0.092215;1.445;0.25;5.225;4.35;28.8;1.095;33;0.505;MG;5
ODH-11;189843.074;8439057.431;3676.968;19.165;7.885;0.03343;0.209525;3.985;4.4;9.56;7.1;468.6;2.63;294;3.505;MG;5
ODH-11;189843.074;8439057.431;3673.968;19.51;8.508;0.0408325;0.216775;4.08;4.675;7.752;6.55;509.45;2.65;323.75;3.608;MG;5
ODH-11;189843.074;8439057.431;3670.968;42.74;4.93;0.089295;0.16453;2.515;1.925;4.185;5.4;158.15;1.79;129;1.495;SK;6
ODH-11;189843.074;8439057.431;3667.968;55.28;4.685;0.109105;0.10566;1.135;0.25;2.145;2.35;30.1;0.775;78;0.365;MG;5
ODH-11;189843.074;8439057.431;3664.968;54.355;4.585;0.089145;0.0897;1.13;0.25;2.76;2.75;28.9;0.855;70;0.345;MG;5
ODH-11;189843.074;8439057.431;3661.968;34.68;4.275;0.08757;0.318185;4.525;6.625;3.685;6.75;95.05;2.585;189;1.905;MG;5
ODH-11;189843.074;8439057.431;3659.463;12.32;1.82;0.05325;0.5343;7.73;15.5;5.11;13.4;265.1;4.31;303;3.43;FLL;2
ODH-11;189843.074;8439057.431;3656.958;53.365;2.65;0.10616;0.157935;1.19;0.25;3.735;4.7;30.7;1.1;52.5;0.33;MG;5
ODH-11;189843.074;8439057.431;3653.958;30.04;1.69;0.04804;0.24519;3.65;4.45;5.725;6.15;76.55;4.03;101;2.08;MG;5
ODH-11;189843.074;8439057.431;3650.958;17.005;1.075;0.0215;0.29614;5.26;7.35;5.51;10.55;137.7;6.295;133;2.39;SK;6
ODH-11;189843.074;8439057.431;3648.708;10.52;1.22;0.03869;0.28931;5.12;7.7;7.9;8.4;133.2;6.21;146;3.47;SK;6
ODH-110;189617.2994;8438586.737;3509.178262;57.325;2.365;0.0578;0.122285;1.485;0.25;1.65;12.6;43;1.81;74;0.22;MG;5
ODH-110;189612.5679;8438591.992;3502.107194;53.82;2.55;0.06832;0.13978;2.06;0.25;0.69;11.3;31.1;1.98;133;0.7;MG;5
ODH-110;189611.5033;8438593.174;3500.516204;3.64;0.07;0.00369;0.23843;8.99;4.6;3.32;14.3;264.7;0.75;674;3.29;INT;3
ODH-112;189624.4595;8438587.367;3510.250014;51.165;3.71;0.09894;0.095985;1.665;0.25;3.185;9.75;99.25;1.875;200.5;0.55;MG;5
ODH-112;189629.5436;8438591.945;3503.408756;53.097;3.894;0.0952909;0.0816273;1.484;0.25;1.736;9.391;26.164;2.235;115.182;0.759;MG;5
ODH-112;189631.0543;8438593.305;3501.375824;9.43;0.62;0.01329;0.24614;8.04;5.2;3.55;15.1;287.4;0.95;554;2.19;INT;3
ODH-113;189633.964;8438683.895;3539.935;45.16;0.15;0.01636;0.25393;2.29;1.5;3.85;15.7;41.1;2.57;68;0.89;MG;5
ODH-113;189633.964;8438683.895;3530.41;38.83;0.25;0.01076;0.22624;2.92;2.2;4.97;15.7;135.3;3.4;105;1.29;MG;5
ODH-113;189633.964;8438683.895;3528.885;32.28;0.51;0.01831;0.28689;3.51;3.6;5.42;15.6;148.5;2.79;149;1.3;MG;5
ODH-113;189633.964;8438683.895;3527.26;16.735;0.665;0.058765;0.24295;4.285;5.35;8.08;30.75;97.35;3.55;223;2;MG;5
ODH-113;189633.964;8438683.895;3524.96;3.57;0.05;0.05073;0.23912;7.6;4.6;6.91;28.1;282.3;2.68;647;3.18;INT;3
ODH-114;189511.4933;8438822.68;3622.436867;6.41;0.63;0.02651;0.27837;5.01;8;5.66;16.6;178.5;3.24;680;4.17;SK;6
ODH-114;189513.6439;8438820.292;3618.606644;4.47;0.1;0.00398;0.3377;6.75;9.8;5.93;20.3;201.4;3.96;648;5.23;SK;6
ODH-114;189515.3643;8438818.381;3615.542467;4.2;0.07;0.0025;0.34763;8.01;11.5;5.9;31.2;360.8;2.3;527;3.15;SK;6
ODH-114;189517.074;8438816.482;3612.49744;4.66;0.22;0.00835;0.34685;7.59;11;7.57;23.6;319.9;3.34;547;4.32;SK;6
ODH-114;189518.988;8438814.356;3609.088542;15.99;1.28;0.04227;0.26756;5.2;6.6;7.32;19.4;195;2.97;462;3.19;SK;6
ODH-114;189521.0955;8438812.016;3605.334924;15.54;0.93;0.04332;0.3044;5.89;5.9;4.35;15;191.9;4.05;378;2.67;SK;6
ODH-114;189522.7729;8438810.153;3602.347351;58.858;3.493;0.0814105;0.0701554;1.101;0.25;1.343;3.946;11.571;1.267;49.61;0.479;MG;5
ODH-114;189523.7299;8438809.09;3600.642902;54.6;3.4;0.12811;0.08411;1.47;0.25;1.55;3.5;11.6;1.99;47;0.79;MG;5
ODH-114;189524.6977;8438808.015;3598.919302;56.475;4.19;0.105235;0.076875;1.3;0.25;1.645;3;9.1;1.61;31.5;0.46;MG;5
ODH-114;189525.988;8438806.582;3596.621169;60.75;3.135;0.078645;0.068835;1.04;0.25;1.155;3.8;7.4;1.12;33;0.275;MG;5
ODH-114;189526.9557;8438805.507;3594.897569;60.59;3.79;0.05255;0.10608;0.86;0.25;1.26;4.2;8.3;0.97;26;0.19;MG;5
ODH-114;189527.6117;8438804.779;3593.729351;50.34;3.26;0.01585;0.136;1.65;0.25;2.02;3.9;20.8;1.77;46;0.57;MG;5
ODH-114;189528.5902;8438803.692;3591.9866;5.52;0.63;0.02781;0.36956;6.84;8.4;3.72;15.9;248.5;4.78;604;5.83;SK;6
ODH-114;189529.8805;8438802.259;3589.688467;21.713;1.823;0.0485867;0.3088067;5.923;7.817;3.677;9.867;259.833;2.893;247.333;2.52;MG;5
ODH-115;189239.669;8438726.277;3639.467;33.94;0.44;0.06306;0.29195;2.85;4.7;5.77;14.8;35.5;2.47;79;0.73;SK;6
ODH-115;189239.669;8438726.277;3582.117;47.975;0.14;0.01973;0.250625;2.475;1.475;1.82;9.1;16.6;2.855;67.5;0.785;MG;5
ODH-115;189239.669;8438726.277;3579.117;51.645;0.16;0.04206;0.170835;1.695;0.625;4.07;11.4;24.55;1.73;96;0.575;MG;5
ODH-115;189239.669;8438726.277;3576.117;59.49;0.095;0.017445;0.16498;1.03;0.25;2.49;13.05;16.5;1.21;56.5;0.31;MG;5
ODH-115;189239.669;8438726.277;3573.917;50.62;0.1;0.04859;0.12546;1.95;0.8;2.27;9.9;15.9;2.84;34;0.7;MG;5
ODH-115;189239.669;8438726.277;3572.367;17.87;2.365;0.108755;0.28727;5.55;5.9;3.22;11.75;55.15;5.41;279.5;3.38;SK;6
ODH-115;189239.669;8438726.277;3570.017;51.91;3.05;0.11713;0.136605;1.64;0.25;2.89;6.55;16.15;2.225;48;0.71;MG;5
ODH-115;189239.669;8438726.277;3567.767;50.13;2.12;0.05977;0.14344;1.86;0.25;2.54;9.2;18.8;2.36;64;0.69;MG;5
ODH-115;189239.669;8438726.277;3566.267;46.73;1.55;0.0422;0.16881;2.01;0.7;3.92;10.9;19.9;2.62;49;0.71;MG;5
ODH-115;189239.669;8438726.277;3564.067;36.515;3.349;0.1261472;0.1606493;3.064;2.716;3.362;10.066;33.81;3.37;153.931;1.631;MG;5
ODH-115;189239.669;8438726.277;3561.117;58.25;4.33;0.2678;0.073355;1.17;0.25;1.87;6.65;12.15;1.455;56;0.53;MG;5
ODH-115;189239.669;8438726.277;3558.117;60.44;4.94;0.09842;0.056775;0.945;0.25;0.9;5.65;8.65;1.095;28.5;0.365;MG;5
ODH-115;189239.669;8438726.277;3555.117;56.835;4.285;0.303555;0.08614;1.425;0.25;1.715;8.15;16.3;1.53;75;0.48;MG;5
ODH-115;189239.669;8438726.277;3552.117;62.725;5.125;0.160325;0.06965;0.88;0.25;1.14;8.15;14.15;1.035;45.5;0.33;MG;5
ODH-115;189239.669;8438726.277;3549.117;62.39;4.72;0.130715;0.070075;0.775;0.25;1.31;11.65;13.6;0.735;33;0.135;MG;5
ODH-115;189239.669;8438726.277;3546.117;62.53;4.35;0.136975;0.066165;0.875;0.25;1.125;9.6;10.25;0.95;32.5;0.26;MG;5
ODH-115;189239.669;8438726.277;3543.117;62.848;5.13;0.1583925;0.064045;0.798;0.25;0.92;7.875;9.35;0.865;33.5;0.255;MG;5
ODH-115;189239.669;8438726.277;3540.117;63.01;3.985;0.114395;0.046325;0.585;0.25;0.77;5.75;9;0.725;28;0.24;MG;5
ODH-115;189239.669;8438726.277;3537.117;62.025;4.71;0.130055;0.05629;0.725;0.25;0.805;7.55;8.85;0.95;48;0.365;MG;5
ODH-115;189239.669;8438726.277;3534.117;57.925;4.77;0.124475;0.05535;0.675;0.25;1.31;6.05;9.45;0.725;36.5;0.245;MG;5
ODH-115;189239.669;8438726.277;3531.117;54.555;4.435;0.157765;0.052945;0.655;0.25;2.12;5.85;12;0.62;68;0.14;MG;5
ODH-115;189239.669;8438726.277;3528.117;55.15;4.08;0.108765;0.053085;0.665;0.25;0.9;5.2;10;0.73;36;0.21;MG;5
ODH-115;189239.669;8438726.277;3525.117;55.325;3.045;0.10126;0.061815;0.985;0.25;1.08;6.25;8.15;1.135;46;0.38;MG;5
ODH-115;189239.669;8438726.277;3522.117;53.565;4.185;0.116175;0.058215;0.86;0.25;1.94;4.8;15.7;0.695;162.5;0.135;MG;5
ODH-115;189239.669;8438726.277;3519.117;50.985;3.19;0.071285;0.05624;0.885;0.25;2.68;5;14.7;0.675;28.5;0.08;MG;5
ODH-115;189239.669;8438726.277;3516.117;45.945;3.698;0.08147;0.1068025;1.818;0.575;3.435;5.45;23.375;1.578;93.75;0.45;MG;5
ODH-115;189239.669;8438726.277;3513.117;54.805;2.835;0.087615;0.06598;1.22;0.25;2.49;4.6;17.7;0.73;42;0.16;MG;5
ODH-115;189239.669;8438726.277;3510.117;58.085;1.78;0.028085;0.0693;1.275;0.25;1.855;3.75;13.2;0.995;22;0.105;MG;5
ODH-115;189239.669;8438726.277;3507.117;49.415;3.43;0.05264;0.06494;1.105;0.25;1.435;3.25;13.25;1.065;18;0.055;MG;5
ODH-115;189239.669;8438726.277;3504.117;53.725;4.2;0.122745;0.065535;0.995;0.25;1.21;3.5;11.4;0.815;23.5;0.065;MG;5
ODH-115;189239.669;8438726.277;3501.117;48.715;3.655;0.10656;0.08449;1.33;0.25;1.755;4.8;25.7;0.96;99.5;0.39;MG;5
ODH-115;189239.669;8438726.277;3498.117;56.675;3.75;0.07552;0.094155;1.435;0.25;1.455;5.05;18.6;1.19;70;0.235;MG;5
ODH-115;189239.669;8438726.277;3495.117;59.67;4.265;0.075785;0.082205;1.08;0.25;1.19;3.6;13.35;0.875;36;0.135;MG;5
ODH-115;189239.669;8438726.277;3492.117;58.665;4.11;0.090275;0.09267;1.19;0.25;1.325;4.35;13.9;0.975;38.5;0.165;MG;5
ODH-115;189239.669;8438726.277;3489.117;59.575;3.145;0.07532;0.08289;1.07;0.25;1.51;2.65;11.75;0.955;22;0.14;MG;5
ODH-115;189239.669;8438726.277;3486.117;60.442;2.768;0.0571625;0.0756575;1.135;0.25;1.32;3;11.775;0.902;22.5;0.118;MG;5
ODH-115;189239.669;8438726.277;3483.117;60.625;4.195;0.13108;0.052545;0.93;0.25;1.485;3.6;12.1;0.735;19;0.11;MG;5
ODH-115;189239.669;8438726.277;3480.117;64.675;3.915;0.10754;0.051445;0.805;0.25;0.985;2.85;10.25;0.47;28;0.09;MG;5
ODH-115;189239.669;8438726.277;3477.117;64.14;3.905;0.106795;0.03886;0.625;0.25;1.525;3;9.85;0.39;49;0.045;MG;5
ODH-115;189239.669;8438726.277;3474.117;61.955;3.115;0.08376;0.059495;0.675;0.25;1.29;3.3;10.45;0.485;21.5;0.08;MG;5
ODH-115;189239.669;8438726.277;3471.117;61.32;4.715;0.09579;0.07434;0.825;0.25;1.91;3.7;14.25;0.62;32.5;0.1;MG;5
ODH-115;189239.669;8438726.277;3468.117;61.84;4.86;0.122925;0.062895;0.785;0.25;1.465;2.7;14.85;0.59;36.5;0.115;MG;5
ODH-115;189239.669;8438726.277;3465.117;61.675;4.295;0.137545;0.06438;0.795;0.25;1.33;3.65;12.05;0.63;26;0.115;MG;5
ODH-115;189239.669;8438726.277;3462.117;59.695;4.33;0.201415;0.06949;0.95;0.25;1.235;3.5;16.3;0.84;47.5;0.215;MG;5
ODH-115;189239.669;8438726.277;3459.117;59.052;3.295;0.1398525;0.07591;1.082;0.25;1.56;3.7;23.075;1.008;52.5;0.132;MG;5
ODH-115;189239.669;8438726.277;3456.117;59.39;3.325;0.087185;0.078415;1.115;0.25;1.66;4.15;26.35;1.025;52;0.155;MG;5
ODH-115;189239.669;8438726.277;3453.117;59.02;4.03;0.111575;0.08038;1.06;0.25;1.725;4;25.1;0.915;57;0.13;MG;5
ODH-115;189239.669;8438726.277;3450.917;56.24;2.89;0.06766;0.08824;1.44;0.25;2.02;4.6;32.6;1.28;55;0.2;MG;5
ODH-115;189239.669;8438726.277;3448.992;9.63;0.93;0.0335;0.16391;5.54;5.2;5.88;8.4;494.6;3.83;419;4.71;SK;6
ODH-115;189239.669;8438726.277;3446.542;26.55;2.42;0.0689;0.15016;2.98;3.7;8.81;6.1;115.6;3.16;166;1.45;SK;6
ODH-115;189239.669;8438726.277;3443.817;47.225;2.395;0.07094;0.095725;1.87;0.425;3.55;3.7;20.35;2.135;65;0.91;MG;5
ODH-115;189239.669;8438726.277;3440.817;58.88;4.52;0.138845;0.072755;1.175;0.25;1.52;2.65;15.95;1.04;55;0.395;MG;5
ODH-115;189239.669;8438726.277;3437.817;48.725;3.565;0.070295;0.092915;1.83;0.25;2.89;3.25;20.05;1.88;47.5;0.91;MG;5
ODH-115;189239.669;8438726.277;3434.817;56.04;4.945;0.111195;0.08754;1.25;0.25;2.095;3.15;19.4;1.135;46;0.425;MG;5
ODH-115;189239.669;8438726.277;3431.817;57.945;3.875;0.108085;0.06942;1.06;0.25;1.765;2.85;17.2;0.79;52;0.29;MG;5
ODH-115;189239.669;8438726.277;3428.817;57.882;3.953;0.116045;0.0679725;1.14;0.25;1.672;3.05;13.425;1.042;43.5;0.475;MG;5
ODH-115;189239.669;8438726.277;3425.942;56.814;4.252;0.1190109;0.0770309;1.181;0.25;2.198;3.455;20.636;1.021;44.636;0.428;MG;5
ODH-115;189239.669;8438726.277;3423.942;54.51;3.54;0.08022;0.09671;1.54;0.25;2;3.6;24.1;1.64;58;0.67;MG;5
ODH-115;189239.669;8438726.277;3421.892;4.17;1.93;0.04407;0.30986;4.64;7.5;3.99;11.2;257.5;3.21;403;4.79;SK;6
ODH-115;189239.669;8438726.277;3419.042;6.47;2.17;0.03439;0.32094;5.56;8.2;4.76;13.7;251;5.72;327;3.51;SK;6
ODH-115;189239.669;8438726.277;3416.267;27.266;10.221;0.0625485;0.0758048;1.248;1.044;8.524;3.226;484.481;1.956;41;0.712;MG;5
ODH-115;189239.669;8438726.277;3414.267;45.15;2.67;0.18356;0.09674;2.34;0.6;2.54;3.7;47.7;2.66;76;1.05;MG;5
ODH-115;189239.669;8438726.277;3412.667;2.16;8.47;0.00345;0.15302;3.69;4.7;7.98;6.8;745.8;3.88;148;1.91;CZ;1
ODH-115;189239.669;8438726.277;3410.767;6.31;6.8;0.01109;0.16562;3.91;4.7;6.23;10;448.6;4.51;127;2.1;CZ;1
ODH-115;189239.669;8438726.277;3408.517;50.415;4.41;0.08099;0.077365;1.345;0.25;1.575;6.65;42.6;2.495;37.5;0.715;MG;5
ODH-115;189239.669;8438726.277;3406.517;33.91;4.25;0.03923;0.0961;2.01;0.9;3.6;11.6;53;4.41;86;1.47;MG;5
ODH-115;189239.669;8438726.277;3404.767;4.94;6.04;0.03324;0.14788;3.63;4.6;7.03;8.7;268.5;5.34;180;3.04;CZ;1
ODH-115;189239.669;8438726.277;3402.667;0.75;14.9;0.00014;0.09605;2.1;3.1;15;6.1;850.8;2.33;62;1.82;CZ;1
ODH-115;189239.669;8438726.277;3400.567;4.96;4.28;0.04518;0.18877;4.6;5.7;5.32;9.5;206.9;6.63;220;2.76;CZ;1
ODH-115;189239.669;8438726.277;3398.017;51.18;3.17;0.093755;0.07739;1.46;0.25;1.15;6.9;12.55;2.89;50.5;0.835;MG;5
ODH-115;189239.669;8438726.277;3395.017;58.948;3.408;0.079155;0.061915;0.878;0.25;1.995;5.075;11.05;1.088;30.75;0.173;MG;5
ODH-115;189239.669;8438726.277;3392.017;53.29;3.815;0.091245;0.092505;1.265;0.25;1.76;5;11.5;2.265;47;0.725;MG;5
ODH-115;189239.669;8438726.277;3389.017;51.31;3.105;0.103285;0.06953;1.565;0.25;1.71;6.6;25.5;2.39;85;0.715;MG;5
ODH-115;189239.669;8438726.277;3386.017;55.295;4.4;0.14257;0.07001;1.07;0.25;1.955;5.25;17.75;1.245;52.5;0.53;MG;5
ODH-115;189239.669;8438726.277;3383.017;55.74;3.44;0.1;0.068935;1.245;0.25;2.315;4.15;23.35;1.305;102.5;0.595;MG;5
ODH-115;189239.669;8438726.277;3380.017;38.935;0.975;0.02923;0.124545;2.67;1.6;1.875;3.5;71.15;4.28;110;1.7;MG;5
ODH-115;189239.669;8438726.277;3377.017;52.89;3.12;0.111455;0.08214;1.75;0.25;1.89;3.45;22.85;2.095;54.5;0.91;MG;5
ODH-115;189239.669;8438726.277;3374.017;53.825;2.87;0.0837;0.08548;1.695;0.25;1.845;3.7;24.25;1.945;57.5;0.91;MG;5
ODH-115;189239.669;8438726.277;3371.017;56.93;4.11;0.13769;0.064365;1.315;0.25;2.28;3.85;19.2;1.12;40.5;0.41;MG;5
ODH-115;189239.669;8438726.277;3368.017;58.915;4.427;0.1307;0.0726725;1.227;0.25;1.858;3;17.45;0.918;37.5;0.305;MG;5
ODH-115;189239.669;8438726.277;3365.017;57.795;4.2;0.12747;0.06646;1.115;0.25;2.165;2.6;24.95;0.8;40.5;0.295;MG;5
ODH-115;189239.669;8438726.277;3362.017;48.62;3.64;0.110135;0.10371;2.31;0.25;1.955;3.8;38.2;2.21;84;0.625;MG;5
ODH-115;189239.669;8438726.277;3359.267;40.026;5.762;0.06447;0.11789;1.794;0.52;3.732;3.92;61.28;2.466;89.8;0.88;MG;5
ODH-115;189239.669;8438726.277;3356.917;27.052;5.256;0.1048373;0.0900345;2.814;3.059;4.74;3.482;88.545;3.134;101.818;0.914;SK;6
ODH-115;189239.669;8438726.277;3354.317;42.51;5.965;0.131265;0.137565;2.1;0.85;2.815;2.95;57.55;2.22;115.5;1.24;MG;5
ODH-115;189239.669;8438726.277;3351.317;46.605;5.39;0.124375;0.12788;1.705;0.425;2.805;3.4;50.4;2.02;51;0.595;MG;5
ODH-115;189239.669;8438726.277;3349.067;51.04;7.87;0.23983;0.1425;1.58;0.25;1.57;2.7;32.3;1.68;44;0.58;MG;5
ODH-115;189239.669;8438726.277;3346.917;28.947;3.261;0.1208857;0.16512;3.721;4.043;3.078;6.229;118.586;3.744;293.857;1.859;MG;5
ODH-115;189239.669;8438726.277;3344.017;43.255;3.81;0.105175;0.12455;2.225;0.625;1.53;3.45;61.3;3.05;230.5;1.425;MG;5
ODH-115;189239.669;8438726.277;3341.017;48.105;3.94;0.117185;0.135395;1.835;0.25;1.89;3.7;42.625;2.602;84.5;0.697;MG;5
