DDH;From;To;Fe;S;Cu;MET Total;Litologia;AI;DG;;;
ODH-46;6.15;7.65;66.52;0.06;0.03253;528.5;MG;1.5;;;;
ODH-46;7.65;9.15;66.68;0.02;0.01977;375.1;MG;1.5;;;;
ODH-46;9.15;10.65;66.4;0.02;0.02653;434.5;MG;1.5;;;;
ODH-46;10.65;12.1;59.3;0.02;0.07162;477.8;MG;1.45;;;;
ODH-46;12.1;13.35;66.38;0.04;0.0649;602.6;MG;1.25;;;;
ODH-46;13.35;14.9;55.92;0.02;0.18561;802.9;MG;1.55;;;;
ODH-46;14.9;16.6;43.06;0.02;0.13345;1647.9;MG;1.7;;;;
ODH-46;16.6;18.1;57.38;0.02;0.09163;918.1;MG;1.5;;;;
ODH-46;18.1;19.6;60.41;0.01;0.08053;822.7;MG;1.5;;;;
ODH-46;19.6;21.1;56;0.03;0.15024;1272.5;MG;1.5;;;;
ODH-46;21.1;22.6;60.7;0.74;0.16748;937.1;MG;1.5;;;;
ODH-46;22.6;24.2;62.11;0.96;0.25822;718.2;MG;1.6;;;;
ODH-46;24.2;25.95;61.64;0.49;0.04626;968.2;MG;1.75;;;;
ODH-46;25.95;26.45;22.12;5.38;0.82321;2187.1;SK;0.5;;;;
ODH-46;26.45;27.95;47.41;0.44;0.26416;1443;MG;1.5;;;;
ODH-46;27.95;29.45;57.38;0.54;0.23891;837.6;MG;1.5;;;;
ODH-46;29.45;30.6;59.15;0.31;0.05576;759.1;MG;1.15;;;;
ODH-46;30.6;31.8;62.11;0.68;0.04506;599.1;MG;1.2;;;;
ODH-46;31.8;33.3;59.33;0.75;0.04991;785.3;MG;1.5;;;;
ODH-46;33.3;34.8;61.36;2.86;0.10031;634.2;MG;1.5;;;;
ODH-46;34.8;36.5;59.15;3.02;0.08641;821.3;MG;1.7;;;;
ODH-46;36.5;38.35;54.13;2.98;0.1757;1232.9;MG;1.85;;;;
ODH-46;38.35;40.05;23.13;1.87;0.05209;2526.7;SK;1.7;;;;
ODH-46;40.05;43.2;24.52;0.07;0.06406;3221;SK;3.15;;;;
ODH-46;43.2;53.7;-1;-1;-1;-1;INT;10.5;;;;
ODH-46;53.7;77.3;-1;-1;-1;-1;INT;23.6;;;;
ODH-47;0;1.3;-1;-1;-1;-1;SL;1.3;;;;
ODH-47;1.3;2.8;62.61;0.09;0.02502;775;MG;1.5;;;;
ODH-47;2.8;4.3;64.92;0.07;0.03605;512;MG;1.5;;;;
ODH-47;4.3;5.8;63.42;0.07;0.06972;493.8;MG;1.5;;;;
ODH-47;5.8;7.3;64.95;0.06;0.05453;494.7;MG;1.5;;;;
ODH-47;7.3;8.8;66.44;0.04;0.03023;433.7;MG;1.5;;;;
ODH-47;8.8;10.3;63.59;0.2;0.04258;430.5;MG;1.5;;;;
ODH-47;10.3;11.8;62.26;0.17;0.02387;503.4;MG;1.5;;;;
ODH-47;11.8;13.3;66.73;0.16;0.02677;349.3;MG;1.5;;;;
ODH-47;13.3;14.8;67.37;0.07;0.02838;309.7;MG;1.5;;;;
ODH-47;14.8;16.3;65.61;0.13;0.03239;351.8;MG;1.5;;;;
ODH-47;16.3;18.8;64.14;0.43;0.10119;404;MG;2.5;;;;
ODH-47;18.8;19.3;65.33;0.12;0.0407;468.5;MG;0.5;;;;
ODH-47;19.3;20.8;62.94;2.46;0.40212;511.3;MG;1.5;;;;
ODH-47;20.8;22.3;65.23;0.74;0.07229;359.6;MG;1.5;;;;
ODH-47;22.3;23.8;60.76;3.52;0.1977;515.3;MG;1.5;;;;
ODH-47;23.8;25.3;58.7;3.82;0.64602;636.3;MG;1.5;;;;
ODH-47;25.3;26.8;63.49;0.85;0.08476;440.1;MG;1.5;;;;
ODH-47;26.8;28.3;63.77;0.76;0.14788;441;MG;1.5;;;;
ODH-47;28.3;29.8;59.29;0.87;0.19084;441.1;MG;1.5;;;;
ODH-47;29.8;31.3;57.08;0.26;0.06507;544.7;MG;1.5;;;;
ODH-47;31.3;32.8;60.17;0.5;0.05296;650.2;MG;1.5;;;;
ODH-47;32.8;34.3;64.5;0.57;0.02132;439.4;MG;1.5;;;;
ODH-47;34.3;35.8;64.57;0.56;0.01602;230.4;MG;1.5;;;;
ODH-47;35.8;37.3;66.43;1.35;0.01891;422.8;MG;1.5;;;;
ODH-47;37.3;38.8;63.16;1.86;0.13067;360.6;MG;1.5;;;;
ODH-47;38.8;40.3;59.31;2.22;0.66672;502.3;MG;1.5;;;;
ODH-47;40.3;41.8;58.91;2.72;0.21621;420.2;MG;1.5;;;;
ODH-47;41.8;43.3;65.66;0.33;0.03128;332.3;MG;1.5;;;;
ODH-47;43.3;44.8;65.51;2.95;0.09523;479.9;MG;1.5;;;;
ODH-47;44.8;46.3;64.59;2.27;0.05383;555.3;MG;1.5;;;;
ODH-47;46.3;47.8;62.01;3.28;0.09146;484.3;MG;1.5;;;;
ODH-47;47.8;49.3;63.41;1.83;0.08636;486.7;MG;1.5;;;;
ODH-47;49.3;50.8;64.6;3.03;0.14193;535.3;MG;1.5;;;;
ODH-47;50.8;52.3;62.62;3.45;0.23526;511.2;MG;1.5;;;;
ODH-47;52.3;53.8;62.03;3.5;0.18051;663.9;MG;1.5;;;;
ODH-47;53.8;55.3;59.09;4.12;0.32144;619.8;MG;1.5;;;;
ODH-47;55.3;56.8;61.4;3.93;0.69952;642.2;MG;1.5;;;;
ODH-47;56.8;58.3;60.92;4.18;0.39389;633.4;MG;1.5;;;;
ODH-47;58.3;59.8;58.29;2.68;0.07725;846.3;MG;1.5;;;;
ODH-47;59.8;61.3;60.58;3.46;0.16582;636.6;MG;1.5;;;;
ODH-47;61.3;62.8;63.32;4.37;0.10465;695.1;MG;1.5;;;;
ODH-47;62.8;64.3;61.11;3.53;0.12041;740.9;MG;1.5;;;;
ODH-47;64.3;65.8;60.63;4.14;0.10965;944.9;MG;1.5;;;;
ODH-47;65.8;67.3;60.51;4.74;0.08891;910.4;MG;1.5;;;;
ODH-47;67.3;68.8;60.65;4.51;0.07756;853.4;MG;1.5;;;;
ODH-47;68.8;70.3;62.59;5.32;0.11368;854.8;MG;1.5;;;;
ODH-47;70.3;71.8;63.17;6.24;0.11705;817.5;MG;1.5;;;;
ODH-47;71.8;73.3;62.16;3.92;0.07318;723.1;MG;1.5;;;;
ODH-47;73.3;74.8;63.18;3.01;0.02284;556.9;MG;1.5;;;;
ODH-47;74.8;76.3;62.62;3.88;0.04315;567.8;MG;1.5;;;;
ODH-47;76.3;77.8;59.4;3.82;0.21141;572.5;MG;1.5;;;;
ODH-47;77.8;79.3;58.61;3.95;0.30152;525.1;MG;1.5;;;;
ODH-47;79.3;80.8;56.38;3.88;0.2151;505.1;MG;1.5;;;;
ODH-47;80.8;82.3;55.79;4.64;0.28501;570;MG;1.5;;;;
ODH-47;82.3;83.65;54.91;3.86;0.19754;458.1;MG;1.35;;;;
ODH-47;83.65;85;56.38;3.48;0.15195;491.3;MG;1.35;;;;
ODH-47;85;86;-1;-1;-1;-1;INT;1;;;;
ODH-47;86;105.35;-1;-1;-1;-1;INT;19.35;;;;
ODH-48;0;26;-1;-1;-1;-1;SL;26;;;;
ODH-48;26;28.6;62.37;0.06;0.05089;812.8;MG;2.6;;;;
ODH-48;28.6;29.8;66.55;0.08;0.03597;342.6;MG;1.2;;;;
ODH-48;29.8;31.1;64.61;0.32;0.05015;461.6;MG;1.3;;;;
ODH-48;31.1;32.3;66.37;0.37;0.04178;382;MG;1.2;;;;
ODH-48;32.3;33.1;28.43;3.62;0.43219;1237.5;SK;0.8;;;;
ODH-48;33.1;34.6;50.93;0.69;0.15316;1181.8;MG;1.5;;;;
ODH-48;34.6;36.1;60.16;0.93;0.10263;785.5;MG;1.5;;;;
ODH-48;36.1;37.6;63.61;3.55;0.14058;602.4;MG;1.5;;;;
ODH-48;37.6;39.1;63.97;4.04;0.13041;698.7;MG;1.5;;;;
ODH-48;39.1;40.6;65.32;4.11;0.15049;554.3;MG;1.5;;;;
ODH-48;40.6;42.1;63.79;3.67;0.13357;543.3;MG;1.5;;;;
ODH-48;42.1;43.6;64.84;3.63;0.17258;715.5;MG;1.5;;;;
ODH-48;43.6;45.1;58;3.17;0.18149;1278.4;MG;1.5;;;;
ODH-48;45.1;46.85;48.34;3.96;0.09056;1192.4;MG;1.75;;;;
ODH-48;46.85;48.6;52.56;3.01;0.13908;1072.1;MG;1.75;;;;
ODH-48;48.6;49.15;35.98;2.28;0.08227;1557;SK;0.55;;;;
ODH-48;49.15;50.75;53.04;2.88;0.118;1089.1;MG;1.6;;;;
ODH-48;50.75;52.35;57.57;4.37;0.16518;939.3;MG;1.6;;;;
ODH-48;52.35;54;55.46;4.11;0.12685;929;MG;1.65;;;;
ODH-48;54;56.8;22.72;1.32;0.04521;2572.4;SK;2.8;;;;
ODH-48;56.8;74.2;-1;-1;-1;-1;INT;17.4;;;;
ODH-49;0;3.4;-1;-1;-1;-1;SL;3.4;;;;
ODH-49;3.4;61.2;-1;-1;-1;-1;INT;57.8;;;;
ODH-49;61.2;62;-1;-1;-1;-1;FLL;0.8;;;;
ODH-49;62;72.8;-1;-1;-1;-1;INT;10.8;;;;
ODH-49;72.8;75.5;11.4;0.48;0.00817;3139.1;SK;2.7;;;;
ODH-49;75.5;78;8.8;1.59;0.04036;2763.8;SK;2.5;;;;
ODH-49;78;80.7;10.3;1.04;0.02653;2606.4;SK;2.7;;;;
ODH-49;80.7;82.5;61.4;1.89;0.00561;1192.3;MG;1.8;;;;
ODH-49;82.5;84;62.82;2.7;0.00999;761.4;MG;1.5;;;;
ODH-49;84;85.5;62.09;3.68;0.00842;948.8;MG;1.5;;;;
ODH-49;85.5;87;57.9;4.37;0.07392;1165;MG;1.5;;;;
ODH-49;87;88.5;9.65;1.19;0.02481;2294.8;SK;1.5;;;;
ODH-49;88.5;90.1;11.06;1.59;0.01659;2528.1;SK;1.6;;;;
ODH-49;90.1;90.55;38.28;2.78;0.00998;1636.1;MG;0.45;;;;
ODH-49;90.55;93.75;14.27;1.43;0.03271;2693.7;SK;3.2;;;;
ODH-49;93.75;95.5;63.03;4.65;0.0135;737.8;MG;1.75;;;;
ODH-49;95.5;97.25;57.23;4.71;0.07478;1138.4;MG;1.75;;;;
ODH-49;97.25;98.15;12.34;0.69;0.01979;2473.7;SK;0.9;;;;
ODH-49;98.15;100;55.2;2.47;0.04722;870.2;MG;1.85;;;;
ODH-49;100;101.75;52.53;3.49;0.08245;1099.7;MG;1.75;;;;
ODH-49;101.75;102.75;11.9;0.77;0.02302;2391.1;SK;1;;;;
ODH-49;102.75;103.9;63.7;4.7;0.16558;749.4;MG;1.15;;;;
ODH-49;103.9;105.1;61.95;4.22;0.13341;952.2;MG;1.2;;;;
ODH-49;105.1;105.6;5.56;0.42;0.01537;2872.4;SK;0.5;;;;
ODH-49;105.6;107.3;54.97;2.96;0.07329;1043.5;MG;1.7;;;;
ODH-49;107.3;108.1;11.42;0.49;0.02119;2292.6;SK;0.8;;;;
ODH-49;108.1;109.6;62.78;4.09;0.13489;652.6;MG;1.5;;;;
ODH-49;109.6;111.1;62.95;3.68;0.10793;596;MG;1.5;;;;
ODH-49;111.1;112.6;57.97;4.13;0.06871;1037.8;MG;1.5;;;;
ODH-49;112.6;114.15;60.81;3.65;0.01915;850.8;MG;1.55;;;;
ODH-49;114.15;115.7;13.55;0.93;0.02945;2384.6;SK;1.55;;;;
ODH-49;115.7;116.2;56.01;2.71;0.02358;818.5;MG;0.5;;;;
ODH-49;116.2;118;14.91;0.82;0.01857;2655.7;SK;1.8;;;;
ODH-49;118;119.6;62.22;4.48;0.1367;814.1;MG;1.6;;;;
ODH-49;119.6;121.2;61.6;2.93;0.06727;688.6;MG;1.6;;;;
ODH-49;121.2;122.8;61.5;3.98;0.07708;1007.2;MG;1.6;;;;
ODH-49;122.8;124.4;56.49;3.85;0.06936;1073.4;MG;1.6;;;;
ODH-49;124.4;126;39.47;2.56;0.12733;3776.6;MG;1.6;;;;
ODH-49;126;127.6;58.78;4.46;0.0481;1258.6;MG;1.6;;;;
ODH-49;127.6;130.3;19.3;1.94;0.05405;2685.7;SK;2.7;;;;
ODH-49;130.3;131.8;52.87;3.57;0.04125;976.5;SK;1.5;;;;
ODH-49;131.8;133.3;51.82;5.64;0.16891;974.8;SK;1.5;;;;
ODH-49;133.3;134.8;49.8;3.09;0.08324;1021.7;SK;1.5;;;;
ODH-49;134.8;136.3;51.62;3.79;0.06668;998.1;SK;1.5;;;;
ODH-49;136.3;138;52.85;3.27;0.04163;970.4;SK;1.7;;;;
ODH-49;138;138.55;14.07;1.14;0.01979;2539;SK;0.55;;;;
ODH-49;138.55;140;55.68;4.52;0.13811;719.8;MG;1.45;;;;
ODH-49;140;141.5;50.33;3.91;0.11239;1044;MG;1.5;;;;
ODH-49;141.5;143;56.44;3.03;0.07623;879.3;MG;1.5;;;;
ODH-49;143;144.5;60.06;4.98;0.13017;916.4;MG;1.5;;;;
ODH-49;144.5;146;60.45;4.9;0.14021;1121.6;MG;1.5;;;;
ODH-49;146;147.5;60.35;4.46;0.10011;968.7;MG;1.5;;;;
ODH-49;147.5;149;57.65;4.58;0.12179;1193.4;MG;1.5;;;;
ODH-49;149;150.5;62.35;4.47;0.11226;1060.5;MG;1.5;;;;
ODH-49;150.5;152;62.9;4.38;0.13749;924;MG;1.5;;;;
ODH-49;152;153.2;34.09;2.73;0.08102;2189;MG;1.2;;;;
ODH-49;153.2;155.25;6.76;1.16;0.04022;2621.3;SK;2.05;;;;
ODH-49;155.25;155.75;17.8;1.87;0.03336;2653.4;MG;0.5;;;;
ODH-49;155.75;156.75;4.12;0.37;0.01823;2679.1;SK;1;;;;
ODH-49;156.75;157;15.21;1.58;0.03794;2985.1;MG;0.25;;;;
ODH-49;157;158.75;11.25;1.21;0.04345;2961.5;INT;1.75;;;;
ODH-49;158.75;160.5;42.71;3.33;0.04122;1510.8;MG;1.75;;;;
ODH-49;160.5;162.3;28.35;3.2;0.04674;2236.2;MG;1.8;;;;
ODH-49;162.3;171.75;-1;-1;-1;-1;INT;9.45;;;;
ODH-50;0;1.8;-1;-1;-1;-1;SL;1.8;;;;
ODH-50;1.8;5.2;56.55;0.02;0.07981;1867.3;SK;3.4;;;;
ODH-50;5.2;5.75;64.21;0.02;0.07403;1369.6;MG;0.55;;;;
ODH-50;5.75;9;50.75;0.01;0.04011;1634.5;SK;3.25;;;;
ODH-50;9;9.7;63.64;0.01;0.03006;1111;MG;0.7;;;;
ODH-50;9.7;11.7;25.4;0.02;0.20054;4511.5;SK;2;;;;
ODH-50;11.7;13.7;46.43;0.01;0.16347;3303.9;SK;2;;;;
ODH-50;13.7;15.9;57.71;0.02;0.08;1691.7;SK;2.2;;;;
ODH-50;15.9;18;54.42;0.02;0.10153;2140.8;MG;2.1;;;;
ODH-50;18;23.5;27.75;0.03;0.11501;2755;SK;5.5;;;;
ODH-50;23.5;29;7.69;0.02;0.16734;3829.5;SK;5.5;;;;
ODH-50;29;34.5;14.61;0.03;0.17211;3575.9;SK;5.5;;;;
ODH-50;34.5;35.5;66.34;0.02;0.03827;506;MG;1;;;;
ODH-50;35.5;38.7;33.68;0.03;0.10153;2317.1;SK;3.2;;;;
ODH-50;38.7;39.4;65.09;0.03;0.03174;615.6;MG;0.7;;;;
ODH-50;39.4;41.4;13.01;0.03;0.11556;2594.1;SK;2;;;;
ODH-50;41.4;43.1;62.69;0.03;0.0586;667.5;MG;1.7;;;;
ODH-50;43.1;44.8;62.64;0.03;0.03529;610.4;MG;1.7;;;;
ODH-50;44.8;47.9;33.37;0.08;0.06803;2807.2;SK;3.1;;;;
ODH-50;47.9;51;15.46;1.77;0.06956;2486.6;SK;3.1;;;;
ODH-50;51;51.3;56.37;5.24;0.17045;804.4;MG;0.3;;;;
ODH-50;51.3;51.8;10.43;0.46;0.03179;3414.7;SK;0.5;;;;
ODH-50;51.8;52.8;48.43;3.86;0.13254;1667.8;MG;1;;;;
ODH-50;52.8;55.8;31.92;0.33;0.08452;3035;SK;3;;;;
ODH-50;55.8;57.4;42.91;2.34;0.09502;1735.3;MG;1.6;;;;
ODH-50;57.4;59;41.26;2.61;0.09846;1801.3;MG;1.6;;;;
ODH-50;59;62;7.54;1.57;0.05991;3669.8;SK;3;;;;
ODH-50;62;62.85;59.38;3.59;0.13021;1156.4;MG;0.85;;;;
ODH-50;62.85;63.85;12.82;1.15;0.02307;3010.2;SK;1;;;;
ODH-50;63.85;64.6;54.6;2.62;0.10383;1304.1;MG;0.75;;;;
ODH-50;64.6;69.9;19.84;2.56;0.07384;2451.9;SK;5.3;;;;
ODH-50;69.9;78;-1;-1;-1;-1;INT;8.1;;;;
ODH-51;0;2.75;-1;-1;-1;-1;SL;2.75;;;;
ODH-51;2.75;6.95;51.24;0.02;0.03593;1403;SL;4.2;;;;
ODH-51;6.95;8.5;65.15;0.02;0.01922;607.1;MG;1.55;;;;
ODH-51;8.5;10;62.23;0.04;0.03085;686.7;MG;1.5;;;;
ODH-51;10;11.5;57.54;0.07;0.04885;964.7;MG;1.5;;;;
ODH-51;11.5;12.7;65.37;0.06;0.02383;676.8;MG;1.2;;;;
ODH-51;12.7;14.1;42.38;0.04;0.0543;1960.3;SK;1.4;;;;
ODH-51;14.1;15.6;57.44;0.06;0.04224;1125.1;MG;1.5;;;;
ODH-51;15.6;17.1;61.77;0.08;0.04891;838.3;MG;1.5;;;;
ODH-51;17.1;18.6;65.56;0.03;0.05279;609;MG;1.5;;;;
ODH-51;18.6;20.1;67.43;0.02;0.03311;451;MG;1.5;;;;
ODH-51;20.1;21.6;66.62;0.03;0.04995;478.7;MG;1.5;;;;
ODH-51;21.6;23.1;65.92;0.03;0.03268;609.2;MG;1.5;;;;
ODH-51;23.1;24.6;68.09;0.02;0.04006;397.1;MG;1.5;;;;
ODH-51;24.6;26.1;67.81;0.02;0.0268;456.8;MG;1.5;;;;
ODH-51;26.1;27.6;68.36;0.01;0.03031;403.2;MG;1.5;;;;
ODH-51;27.6;29.1;68.65;0.01;0.01758;489.5;MG;1.5;;;;
ODH-51;29.1;30.7;68.67;0.02;0.02133;563.5;MG;1.6;;;;
ODH-51;30.7;32.2;67.65;0.02;0.0106;575.3;MG;1.5;;;;
ODH-51;32.2;33.7;67.76;0.03;0.01568;637;MG;1.5;;;;
ODH-51;33.7;35.2;67.25;0.03;0.01351;585.8;MG;1.5;;;;
ODH-51;35.2;36.7;66.04;0.07;0.01796;674.9;MG;1.5;;;;
ODH-51;36.7;37.9;60.72;0.13;0.04944;903.4;MG;1.2;;;;
ODH-51;37.9;39.4;65.78;0.07;0.04102;568.4;MG;1.5;;;;
ODH-51;39.4;40.9;65.98;0.04;0.04551;527.1;MG;1.5;;;;
ODH-51;40.9;42.5;67.34;0.03;0.03907;525.7;MG;1.6;;;;
ODH-51;42.5;44.3;65.34;0.03;0.05022;717.9;MG;1.8;;;;
ODH-51;44.3;46;61.83;0.02;0.07939;669;MG;1.7;;;;
ODH-51;46;47.9;63.55;0.07;0.0526;567.7;MG;1.9;;;;
ODH-51;47.9;49.4;65.35;0.05;0.0251;470.4;MG;1.5;;;;
ODH-51;49.4;50.9;65.64;0.03;0.01991;523.8;MG;1.5;;;;
ODH-51;50.9;52.4;65.95;0.04;0.01238;500.6;MG;1.5;;;;
ODH-51;52.4;53.9;66.46;0.04;0.01034;509;MG;1.5;;;;
ODH-51;53.9;55.4;63.05;0.08;0.04719;524.4;MG;1.5;;;;
ODH-51;55.4;56.6;62.21;0.03;0.06862;741.1;MG;1.2;;;;
ODH-51;56.6;62.25;37.32;0.03;0.14926;2027.5;SK;5.65;;;;
ODH-51;62.25;63.8;64.22;0.06;0.07677;1198.5;MG;1.55;;;;
ODH-51;63.8;65.3;65.03;0.11;0.03866;523.2;MG;1.5;;;;
ODH-51;65.3;66.8;67.16;0.1;0.01415;507.5;MG;1.5;;;;
ODH-51;66.8;68.3;63.87;0.32;0.02156;560.9;MG;1.5;;;;
ODH-51;68.3;70.2;62.65;0.32;0.04008;607.7;MG;1.9;;;;
ODH-51;70.2;74.2;27.32;0.93;0.36972;2613.5;SK;4;;;;
ODH-51;74.2;75.35;52.1;4.6;0.12282;1394.1;MG;1.15;;;;
ODH-51;75.35;77.6;32.45;2.3;0.14373;1955.1;SK;2.25;;;;
ODH-51;77.6;79.1;48.79;2.91;0.89798;1493.5;MG;1.5;;;;
ODH-51;79.1;80.6;36.57;2.18;0.21989;1850.3;MG;1.5;;;;
ODH-51;80.6;82.1;32.11;4.02;0.27858;2273.8;MG;1.5;;;;
ODH-51;82.1;83.6;41.7;4.01;0.13562;2210.9;MG;1.5;;;;
ODH-51;83.6;85.1;46.66;5.02;0.18052;1662.9;MG;1.5;;;;
ODH-51;85.1;86.3;51.46;5.47;0.28909;1642.8;MG;1.2;;;;
ODH-51;86.3;88.65;25.98;3.64;0.12343;2423.1;SK;2.35;;;;
ODH-51;88.65;93.3;3.8;0.65;0.02454;2720;INT;4.65;;;;
ODH-51;93.3;97.95;3.71;0.82;0.02814;2807.6;INT;4.65;;;;
ODH-51;97.95;102.35;14.14;1.06;0.03771;2925.3;SK;4.4;;;;
ODH-51;102.35;103.85;52.87;3.91;0.05445;758.7;MG;1.5;;;;
ODH-51;103.85;105.35;54.14;4.59;0.09182;850.4;MG;1.5;;;;
ODH-51;105.35;107.25;51.46;4.86;0.10814;580.1;MG;1.9;;;;
ODH-51;107.25;119.6;4.26;0.74;0.03914;2864.8;INT;12.35;;;;
ODH-51;119.6;132;4.27;0.93;0.04982;2968.4;INT;12.4;;;;
ODH-51;132;144.7;8.35;2.75;0.22588;3751.5;INT;12.7;;;;
ODH-51;144.7;149.2;11.93;2.97;0.3479;4030.5;SK;4.5;;;;
ODH-51;149.2;153.7;21.24;4.27;0.13773;3938.7;SK;4.5;;;;
ODH-51;153.7;158.2;16.93;3.03;0.10277;3249.5;SK;4.5;;;;
ODH-51;158.2;159.7;48.3;1.56;0.03129;1366.8;MG;1.5;;;;
ODH-51;159.7;161.2;51.51;3.75;0.10496;1119.8;MG;1.5;;;;
ODH-51;161.2;162.7;30.78;2.52;0.04366;1930.5;MG;1.5;;;;
ODH-51;162.7;163.9;15.38;2.66;0.02849;2424.7;MG;1.2;;;;
ODH-51;163.9;165.1;15.09;4.11;0.02411;2018.2;MG;1.2;;;;
ODH-51;165.1;193.85;-1;-1;-1;-1;INT;28.75;;;;
ODH-52;0;5.55;-1;-1;-1;-1;SL;5.55;;;;
ODH-52;5.55;7.3;67.04;0.02;0.04573;557.2;MG;1.75;;;;
ODH-52;7.3;9;65.71;0.11;0.0382;796.5;MG;1.7;;;;
ODH-52;9;11;67.7;0.13;0.03978;997;MG;2;;;;
ODH-52;11;11.8;53.11;0.07;0.04379;1247.4;SK;0.8;;;;
ODH-52;11.8;13.8;61.28;0.01;0.10357;1112.3;MG;2;;;;
ODH-52;13.8;14.3;45.75;0.02;0.05835;1421.2;SK;0.5;;;;
ODH-52;14.3;16.3;61.32;0.01;0.04315;875.1;MG;2;;;;
ODH-52;16.3;18.35;63.05;0.02;0.04772;683.5;MG;2.05;;;;
ODH-52;18.35;20;61.03;0.05;0.06875;824.7;MG;1.65;;;;
ODH-52;20;21.5;65.91;0.02;0.03645;533.2;MG;1.5;;;;
ODH-52;21.5;23;65.33;0.02;0.03371;518.9;MG;1.5;;;;
ODH-52;23;24.5;63.29;0.1;0.09619;906.3;MG;1.5;;;;
ODH-52;24.5;26;61.54;0.09;0.04894;989;MG;1.5;;;;
ODH-52;26;27.5;63.14;0.08;0.04249;622;MG;1.5;;;;
ODH-52;27.5;29;57.64;0.06;0.05717;1096.7;MG;1.5;;;;
ODH-52;29;30.5;62.57;0.04;0.0287;583.4;MG;1.5;;;;
ODH-52;30.5;32;60.59;1.23;0.07991;536.7;MG;1.5;;;;
ODH-52;32;33.5;63.46;2.03;0.02676;589.9;MG;1.5;;;;
ODH-52;33.5;35;61.4;1.98;0.05033;754.4;MG;1.5;;;;
ODH-52;35;36.2;61.48;1.06;0.05041;671.9;MG;1.2;;;;
ODH-52;36.2;36.6;47.07;0.92;0.08096;1374.9;SK;0.4;;;;
ODH-52;36.6;37.3;49.07;0.87;0.06249;1159.4;MG;0.7;;;;
ODH-52;37.3;38;52.22;0.35;0.089;1312.9;SK;0.7;;;;
ODH-52;38;39.7;60.27;1.65;0.05849;798.8;MG;1.7;;;;
ODH-52;39.7;41.4;58.85;1.24;0.05547;699.2;MG;1.7;;;;
ODH-52;41.4;43.3;61.49;1.04;0.04673;638.6;MG;1.9;;;;
ODH-52;43.3;46;35.82;2.73;0.10674;2308.5;SK;2.7;;;;
ODH-52;46;48.6;50.82;4.09;0.09738;1367.9;SK;2.6;;;;
ODH-52;48.6;50;62.48;3.98;0.11338;741.4;MG;1.4;;;;
ODH-52;50;51.5;63.29;4.26;0.16782;618.2;MG;1.5;;;;
ODH-52;51.5;53;56.98;6.16;0.07138;948.3;MG;1.5;;;;
ODH-52;53;54.5;54.67;5.89;0.07219;821.5;MG;1.5;;;;
ODH-52;54.5;56;41.54;32.6;0.08791;1028.8;MG;1.5;;;;
ODH-52;56;57.5;53.62;8.27;0.1663;806.8;MG;1.5;;;;
ODH-52;57.5;59;36.07;18.5;0.0744;1383.6;MG;1.5;;;;
ODH-52;59;60.5;32.13;7.99;0.04063;1539.6;MG;1.5;;;;
ODH-52;60.5;62;41.39;3.84;0.05573;984.1;MG;1.5;;;;
ODH-52;62;63.5;36.51;5.64;0.03827;658.7;MG;1.5;;;;
ODH-52;63.5;65;30.66;16.7;0.01916;753.3;MG;1.5;;;;
ODH-52;65;66;34.93;8.99;0.04331;845.5;MG;1;;;;
ODH-52;66;68;21.66;18.4;0.04862;1240.5;SK;2;;;;
ODH-52;68;69.9;15.92;8.97;0.03066;979.9;SK;1.9;;;;
ODH-52;69.9;71.35;45.25;4.47;0.0787;712.9;MG;1.45;;;;
ODH-52;71.35;72.8;31.81;7.75;0.07285;792.1;MG;1.45;;;;
ODH-52;72.8;74.25;32.29;6.52;0.04524;1382.3;MG;1.45;;;;
ODH-52;74.25;75.4;26.44;3.4;0.03916;1712.9;SK;1.15;;;;
ODH-52;75.4;76.2;33.46;5.81;0.09367;1377.9;MG;0.8;;;;
ODH-52;76.2;77.7;16.86;3.01;0.06073;2339.1;SK;1.5;;;;
ODH-52;77.7;79.1;46.77;4.33;0.1075;1003.7;MG;1.4;;;;
ODH-52;79.1;80.5;42.92;7.38;0.07284;1266.8;MG;1.4;;;;
ODH-52;80.5;82.4;40.41;8.89;0.066;1039.7;SK;1.9;;;;
ODH-52;82.4;83.9;53.6;3.2;0.10435;1037.5;MG;1.5;;;;
ODH-52;83.9;85.4;56.24;3.73;0.11992;709.2;MG;1.5;;;;
ODH-52;85.4;86.9;55.28;4.16;0.11753;620.6;MG;1.5;;;;
ODH-52;86.9;88.4;54.78;3.47;0.13633;601.5;MG;1.5;;;;
ODH-52;88.4;89.9;57.31;3.93;0.11463;573;MG;1.5;;;;
ODH-52;89.9;91.4;55.6;3.7;0.11883;688.1;MG;1.5;;;;
ODH-52;91.4;92.9;57.62;4.62;0.08715;677;MG;1.5;;;;
ODH-52;92.9;94.4;55.68;5.01;0.11843;624.1;MG;1.5;;;;
ODH-52;94.4;95.9;55.92;4.14;0.09386;723.5;MG;1.5;;;;
ODH-52;95.9;97.7;52.17;3.41;0.11453;743.5;MG;1.8;;;;
ODH-52;97.7;99.65;55.29;3.18;0.08225;646.6;MG;1.95;;;;
ODH-52;99.65;100.75;36.53;3.26;0.06864;1749.3;SK;1.1;;;;
ODH-52;100.75;101.7;47.45;3.44;0.09063;1111;MG;0.95;;;;
ODH-52;101.7;102.15;34.02;3.47;0.09747;2708.8;SK;0.45;;;;
